"GAME_DATE","GAME_CODE","TEAM","PLAYER","GAME_PLAYED","MINUTES_PLAYED","FIELD_GOALS_MADE","FIELD_GOALS_ATT","FREE_THROWS_MADE","FREE_THROWS_ATT","TOTAL_POINTS","OFFENSIVE_REBOUNDS","DEFENSIVE_REBOUNDS","REBOUNDS","ASSISTS","PERSONAL_FOULS","DISQUALIFICATIONS","STEALS","TURNOVERS","BLOCKED_SHOTS","THREE_POINT_MADE","THREE_POINT_ATT","PLUS_MINUS"
27-OCT-15,1570441,"Chicago Bulls","Jimmy Butler",1,37,6,14,5,5,17,1,4,5,2,1,0,2,0,1,0,2,3
27-OCT-15,1570441,"Chicago Bulls","Pau Gasol",1,32,1,7,0,0,2,0,2,2,0,1,0,1,0,6,0,1,-8
27-OCT-15,1570441,"Chicago Bulls","Derrick Rose",1,32,8,22,2,4,18,0,1,1,5,0,0,1,2,0,0,2,-1
27-OCT-15,1570441,"Chicago Bulls","Tony Snell",1,29,4,9,1,2,11,0,2,2,0,4,0,0,1,0,2,5,-1
27-OCT-15,1570441,"Chicago Bulls","Nikola Mirotic",1,25,6,11,4,4,19,2,7,9,1,5,0,1,4,0,3,4,9
27-OCT-15,1570441,"Chicago Bulls","Taj Gibson",1,22,1,3,3,4,5,2,8,10,0,6,1,0,3,3,0,0,2
27-OCT-15,1570441,"Chicago Bulls","Joakim Noah",1,17,0,0,0,2,0,2,7,9,4,1,0,1,1,0,0,0,1
27-OCT-15,1570441,"Chicago Bulls","Aaron Brooks",1,16,3,9,0,0,6,0,2,2,0,1,0,0,2,0,0,1,3
27-OCT-15,1570441,"Chicago Bulls","Doug McDermott",1,16,3,4,1,2,8,0,4,4,0,0,0,0,0,0,1,2,-2
27-OCT-15,1570441,"Chicago Bulls","E'Twaun Moore",1,14,5,8,0,0,11,0,3,3,1,3,0,0,0,0,1,2,4
27-OCT-15,1570441,"Chicago Bulls","Cristiano Felicio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1570441,"Chicago Bulls","Cameron Bairstow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1570441,"Chicago Bulls","Bobby Portis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1570441,"Chicago Bulls","Kirk Hinrich",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1570441,"Chicago Bulls","Mike Dunleavy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1570441,"Cleveland Cavaliers","Mo Williams",1,37,7,15,2,3,19,0,4,4,7,2,0,1,1,1,3,7,5
27-OCT-15,1570441,"Cleveland Cavaliers","LeBron James",1,36,12,22,0,3,25,0,10,10,5,3,0,1,1,0,1,5,1
27-OCT-15,1570441,"Cleveland Cavaliers","Kevin Love",1,35,6,17,3,3,18,4,4,8,4,0,0,0,2,2,3,7,1
27-OCT-15,1570441,"Cleveland Cavaliers","J.R. Smith",1,30,3,10,2,4,8,1,4,5,3,4,0,1,0,0,0,2,0
27-OCT-15,1570441,"Cleveland Cavaliers","Tristan Thompson",1,25,1,4,0,0,2,2,10,12,0,4,0,1,1,0,0,0,-6
27-OCT-15,1570441,"Cleveland Cavaliers","Timofey Mozgov",1,21,2,6,1,2,5,2,3,5,2,2,0,0,3,2,0,0,-1
27-OCT-15,1570441,"Cleveland Cavaliers","Matthew Dellavedova",1,20,3,8,0,0,6,1,3,4,4,1,0,0,1,0,0,2,1
27-OCT-15,1570441,"Cleveland Cavaliers","Richard Jefferson",1,17,4,7,0,0,10,0,0,0,1,3,0,1,1,0,2,4,-5
27-OCT-15,1570441,"Cleveland Cavaliers","Anderson Varejao",1,12,0,1,2,2,2,1,1,2,0,1,0,0,0,1,0,0,9
27-OCT-15,1570441,"Cleveland Cavaliers","James Jones",1,4,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,-7
27-OCT-15,1570441,"Cleveland Cavaliers","Jared Cunningham",1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8
27-OCT-15,1570441,"Cleveland Cavaliers","Iman Shumpert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1570441,"Cleveland Cavaliers","Sasha Kaun",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1570441,"Cleveland Cavaliers","Joe Harris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1570441,"Cleveland Cavaliers","Kyrie Irving",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1570507,"New Orleans Pelicans","Ish Smith",1,38,7,13,2,4,17,1,1,2,9,5,0,3,2,0,1,2,5
27-OCT-15,1570507,"New Orleans Pelicans","Anthony Davis",1,35,4,20,10,15,18,1,5,6,2,4,0,0,5,3,0,2,-16
27-OCT-15,1570507,"New Orleans Pelicans","Eric Gordon",1,33,5,17,2,2,14,0,4,4,4,1,0,1,4,0,2,7,-9
27-OCT-15,1570507,"New Orleans Pelicans","Ryan Anderson",1,29,2,7,4,5,9,2,4,6,1,2,0,1,3,0,1,3,-8
27-OCT-15,1570507,"New Orleans Pelicans","Alonzo Gee",1,27,4,5,0,0,8,0,5,5,1,3,0,3,3,0,0,0,-8
27-OCT-15,1570507,"New Orleans Pelicans","Dante Cunningham",1,27,5,8,1,1,13,1,1,2,0,2,0,0,0,0,2,3,-15
27-OCT-15,1570507,"New Orleans Pelicans","Nate Robinson",1,19,0,1,0,0,0,0,0,0,3,5,0,1,0,0,0,1,-21
27-OCT-15,1570507,"New Orleans Pelicans","Alexis Ajinca",1,17,3,7,0,0,6,3,1,4,0,3,0,0,1,0,0,0,4
27-OCT-15,1570507,"New Orleans Pelicans","Kendrick Perkins",1,16,5,5,0,0,10,0,4,4,1,1,0,0,0,0,0,0,-12
27-OCT-15,1570507,"New Orleans Pelicans","Tyreke Evans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1570507,"New Orleans Pelicans","Jrue Holiday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1570507,"New Orleans Pelicans","Quincy Pondexter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1570507,"New Orleans Pelicans","Norris Cole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1570507,"New Orleans Pelicans","Luke Babbitt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1570507,"New Orleans Pelicans","Omer Asik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1570507,"Golden State Warriors","Stephen Curry",1,36,14,26,7,7,40,3,3,6,7,1,0,2,2,0,5,12,12
27-OCT-15,1570507,"Golden State Warriors","Harrison Barnes",1,33,3,12,1,2,8,5,4,9,3,3,0,1,1,0,1,5,17
27-OCT-15,1570507,"Golden State Warriors","Draymond Green",1,29,3,12,2,2,10,3,5,8,2,5,0,1,1,0,2,5,20
27-OCT-15,1570507,"Golden State Warriors","Klay Thompson",1,26,3,8,3,3,9,0,5,5,3,5,0,1,7,1,0,2,4
27-OCT-15,1570507,"Golden State Warriors","Andre Iguodala",1,23,1,3,0,0,2,1,4,5,3,2,0,1,1,0,0,1,1
27-OCT-15,1570507,"Golden State Warriors","Shaun Livingston",1,21,3,6,0,0,6,0,3,3,2,1,0,0,0,1,0,2,12
27-OCT-15,1570507,"Golden State Warriors","Leandro Barbosa",1,21,0,6,0,0,0,1,5,6,2,3,0,0,3,1,0,2,-3
27-OCT-15,1570507,"Golden State Warriors","Andrew Bogut",1,19,6,6,0,0,12,1,4,5,5,2,0,0,0,2,0,0,17
27-OCT-15,1570507,"Golden State Warriors","Festus Ezeli",1,17,6,10,1,2,13,3,1,4,1,2,0,1,1,1,0,0,-7
27-OCT-15,1570507,"Golden State Warriors","Marreese Speights",1,11,2,7,4,4,9,4,1,5,1,1,0,0,2,1,1,1,2
27-OCT-15,1570507,"Golden State Warriors","James Michael McAdoo",1,3,0,0,2,2,2,0,0,0,0,4,0,1,2,0,0,0,2
27-OCT-15,1570507,"Golden State Warriors","Brandon Rush",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
27-OCT-15,1570507,"Golden State Warriors","Ian Clark",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1570507,"Golden State Warriors","Jason Thompson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1570507,"Golden State Warriors","Kevon Looney",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1571538,"Atlanta Hawks","Paul Millsap",1,36,7,15,3,4,19,1,7,8,3,4,0,0,2,0,2,6,-22
27-OCT-15,1571538,"Atlanta Hawks","Jeff Teague",1,32,7,16,3,4,18,0,2,2,4,1,0,0,5,0,1,3,-23
27-OCT-15,1571538,"Atlanta Hawks","Al Horford",1,30,6,11,2,3,15,1,3,4,4,1,0,2,1,3,1,3,-5
27-OCT-15,1571538,"Atlanta Hawks","Kyle Korver",1,29,3,9,0,0,7,0,2,2,1,4,0,1,1,0,1,5,-9
27-OCT-15,1571538,"Atlanta Hawks","Dennis Schroder",1,25,8,14,2,2,20,1,2,3,4,1,0,2,1,0,2,5,4
27-OCT-15,1571538,"Atlanta Hawks","Kent Bazemore",1,21,0,3,0,0,0,0,7,7,1,3,0,0,4,0,0,1,-17
27-OCT-15,1571538,"Atlanta Hawks","Thabo Sefolosha",1,19,1,3,0,0,2,1,6,7,3,1,0,4,0,0,0,1,-1
27-OCT-15,1571538,"Atlanta Hawks","Lamar Patterson",1,18,1,1,2,2,5,0,1,1,2,4,0,0,0,0,1,1,10
27-OCT-15,1571538,"Atlanta Hawks","Tiago Splitter",1,16,2,5,0,0,4,3,1,4,0,4,0,0,0,1,0,0,-3
27-OCT-15,1571538,"Atlanta Hawks","Mike Muscala",1,8,0,1,0,0,0,0,1,1,0,2,0,0,1,0,0,0,5
27-OCT-15,1571538,"Atlanta Hawks","Mike Scott",1,5,2,4,0,0,4,0,1,1,0,0,0,0,0,0,0,2,1
27-OCT-15,1571538,"Atlanta Hawks","Shelvin Mack",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1571538,"Atlanta Hawks","Edy Tavares",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1571538,"Atlanta Hawks","Justin Holiday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1571538,"Atlanta Hawks","Tim Hardaway Jr.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1571538,"Detroit Pistons","Marcus Morris",1,37,6,19,5,6,18,5,5,10,4,1,0,0,0,0,1,4,17
27-OCT-15,1571538,"Detroit Pistons","Kentavious Caldwell-Pope",1,37,7,14,3,3,21,1,3,4,1,1,0,1,2,0,4,7,17
27-OCT-15,1571538,"Detroit Pistons","Andre Drummond",1,37,6,16,6,10,18,8,11,19,3,4,0,1,2,2,0,0,23
27-OCT-15,1571538,"Detroit Pistons","Ersan Ilyasova",1,34,6,12,1,2,16,3,4,7,3,4,0,0,3,1,3,6,20
27-OCT-15,1571538,"Detroit Pistons","Reggie Jackson",1,32,4,10,5,5,15,1,7,8,5,0,0,2,2,0,2,4,26
27-OCT-15,1571538,"Detroit Pistons","Stanley Johnson",1,24,3,10,0,0,7,3,1,4,3,1,0,0,1,0,1,3,-13
27-OCT-15,1571538,"Detroit Pistons","Steve Blake",1,16,1,6,0,0,3,0,0,0,4,1,0,1,3,0,1,5,-14
27-OCT-15,1571538,"Detroit Pistons","Jodie Meeks",1,11,1,4,0,0,2,1,1,2,0,1,0,0,1,0,0,0,-5
27-OCT-15,1571538,"Detroit Pistons","Aron Baynes",1,11,3,5,0,0,6,1,4,5,0,2,0,0,1,0,0,0,-11
27-OCT-15,1571538,"Detroit Pistons","Anthony Tolliver",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1571538,"Detroit Pistons","Spencer Dinwiddie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1571538,"Detroit Pistons","Joel Anthony",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1571538,"Detroit Pistons","Reggie Bullock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1571538,"Detroit Pistons","Brandon Jennings",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-OCT-15,1571538,"Detroit Pistons","Darrun Hilliard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1571487,"New Orleans Pelicans","Anthony Davis",1,41,10,17,2,4,25,2,8,10,0,1,0,2,2,2,3,5,-8
28-OCT-15,1571487,"New Orleans Pelicans","Eric Gordon",1,41,6,13,5,7,20,1,1,2,3,1,0,1,1,0,3,8,-22
28-OCT-15,1571487,"New Orleans Pelicans","Ryan Anderson",1,39,9,20,0,1,21,0,9,9,1,1,0,1,2,0,3,9,-2
28-OCT-15,1571487,"New Orleans Pelicans","Dante Cunningham",1,31,0,3,0,0,0,0,6,6,1,3,0,1,0,0,0,3,9
28-OCT-15,1571487,"New Orleans Pelicans","Ish Smith",1,29,3,14,0,2,7,0,4,4,8,5,0,2,3,0,1,3,1
28-OCT-15,1571487,"New Orleans Pelicans","Jrue Holiday",1,21,5,14,1,1,12,0,1,1,3,2,0,0,2,0,1,4,-13
28-OCT-15,1571487,"New Orleans Pelicans","Alonzo Gee",1,18,1,3,1,1,3,0,1,1,2,2,0,0,1,0,0,1,-30
28-OCT-15,1571487,"New Orleans Pelicans","Kendrick Perkins",1,9,2,4,0,0,4,1,3,4,0,0,0,0,0,0,0,0,-16
28-OCT-15,1571487,"New Orleans Pelicans","Alexis Ajinca",1,7,0,3,2,2,2,1,1,2,0,2,0,0,0,0,0,0,-10
28-OCT-15,1571487,"New Orleans Pelicans","Nate Robinson",1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
28-OCT-15,1571487,"New Orleans Pelicans","Norris Cole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1571487,"New Orleans Pelicans","Omer Asik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1571487,"New Orleans Pelicans","Luke Babbitt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1571487,"New Orleans Pelicans","Tyreke Evans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1571487,"New Orleans Pelicans","Quincy Pondexter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1570782,"Cleveland Cavaliers","J.R. Smith",1,34,4,10,0,0,9,2,5,7,7,2,0,1,1,0,1,2,16
28-OCT-15,1570782,"Cleveland Cavaliers","LeBron James",1,31,4,13,4,8,12,1,6,7,5,1,0,3,3,0,0,3,10
28-OCT-15,1570782,"Cleveland Cavaliers","Kevin Love",1,29,7,14,1,1,17,2,11,13,3,2,0,0,3,0,2,7,18
28-OCT-15,1570782,"Cleveland Cavaliers","Timofey Mozgov",1,25,4,8,1,1,9,1,3,4,0,2,0,0,2,0,0,1,3
28-OCT-15,1570782,"Cleveland Cavaliers","Mo Williams",1,23,3,8,0,0,9,0,2,2,5,1,0,0,2,0,3,6,1
28-OCT-15,1570782,"Cleveland Cavaliers","Tristan Thompson",1,20,2,2,1,2,5,3,5,8,1,4,0,0,2,0,0,0,19
28-OCT-15,1570782,"Cleveland Cavaliers","Matthew Dellavedova",1,18,5,9,0,0,12,0,1,1,3,2,0,2,0,0,2,4,29
28-OCT-15,1570782,"Cleveland Cavaliers","Richard Jefferson",1,18,5,6,1,1,14,0,3,3,0,3,0,0,2,0,3,3,19
28-OCT-15,1570782,"Cleveland Cavaliers","Jared Cunningham",1,15,4,5,3,4,12,0,1,1,1,2,0,0,1,1,1,1,13
28-OCT-15,1570782,"Cleveland Cavaliers","Anderson Varejao",1,11,2,6,0,0,4,2,3,5,2,2,0,0,1,0,0,0,17
28-OCT-15,1570782,"Cleveland Cavaliers","Sasha Kaun",1,6,0,0,0,0,0,1,0,1,1,3,0,1,1,1,0,0,1
28-OCT-15,1570782,"Cleveland Cavaliers","Joe Harris",1,5,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,1,2
28-OCT-15,1570782,"Cleveland Cavaliers","James Jones",1,5,1,2,0,0,3,0,0,0,0,1,0,0,1,0,1,1,2
28-OCT-15,1570782,"Cleveland Cavaliers","Kyrie Irving",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1570782,"Cleveland Cavaliers","Iman Shumpert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1571278,"Dallas Mavericks","Raymond Felton",1,33,7,14,2,2,18,1,3,4,6,2,0,0,0,0,2,3,25
28-OCT-15,1571278,"Dallas Mavericks","Wesley Matthews",1,26,3,7,1,2,9,0,3,3,1,2,0,1,0,0,2,4,21
28-OCT-15,1571278,"Dallas Mavericks","Jeremy Evans",1,26,3,4,0,0,7,1,5,6,0,1,0,1,0,1,1,1,5
28-OCT-15,1571278,"Dallas Mavericks","Zaza Pachulia",1,25,2,10,6,6,10,3,7,10,3,2,0,2,1,1,0,0,26
28-OCT-15,1571278,"Dallas Mavericks","J.J. Barea",1,25,3,9,4,6,10,0,4,4,1,3,0,0,3,0,0,3,-12
28-OCT-15,1571278,"Dallas Mavericks","Devin Harris",1,23,3,8,4,7,10,0,1,1,2,1,0,1,2,0,0,3,3
28-OCT-15,1571278,"Dallas Mavericks","Dirk Nowitzki",1,21,5,10,0,0,11,1,8,9,3,2,0,1,0,1,1,1,21
28-OCT-15,1571278,"Dallas Mavericks","Deron Williams",1,20,5,8,0,0,12,0,2,2,7,2,0,1,1,0,2,2,16
28-OCT-15,1571278,"Dallas Mavericks","Dwight Powell",1,17,4,7,4,8,12,0,6,6,1,4,0,0,1,0,0,0,1
28-OCT-15,1571278,"Dallas Mavericks","Charlie Villanueva",1,15,4,5,0,0,10,0,1,1,0,3,0,0,0,0,2,3,4
28-OCT-15,1571278,"Dallas Mavericks","John Jenkins",1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-10
28-OCT-15,1571278,"Dallas Mavericks","Justin Anderson",1,3,1,2,0,0,2,0,1,1,0,2,0,0,0,0,0,1,-11
28-OCT-15,1571278,"Dallas Mavericks","Salah Mejri",1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-9
28-OCT-15,1571278,"Dallas Mavericks","Chandler Parsons",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1571278,"Dallas Mavericks","JaVale McGee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1571305,"Denver Nuggets","Emmanuel Mudiay",1,38,6,13,2,4,17,0,5,5,9,4,0,0,11,0,3,5,13
28-OCT-15,1571305,"Denver Nuggets","Danilo Gallinari",1,36,7,15,6,6,23,2,6,8,3,1,0,1,0,3,3,5,20
28-OCT-15,1571305,"Denver Nuggets","Kenneth Faried",1,31,8,10,2,6,18,3,6,9,1,5,0,1,2,3,0,0,21
28-OCT-15,1571305,"Denver Nuggets","Gary Harris",1,29,2,5,0,0,5,0,5,5,5,4,0,3,1,1,1,2,23
28-OCT-15,1571305,"Denver Nuggets","Jameer Nelson",1,25,4,9,0,0,10,0,5,5,3,6,1,1,3,0,2,5,6
28-OCT-15,1571305,"Denver Nuggets","Joffrey Lauvergne",1,22,4,5,2,2,11,2,5,7,1,3,0,0,1,1,1,1,16
28-OCT-15,1571305,"Denver Nuggets","Will Barton",1,20,5,10,0,0,11,1,3,4,0,0,0,1,0,0,1,2,4
28-OCT-15,1571305,"Denver Nuggets","Randy Foye",1,18,1,6,0,0,3,0,4,4,2,1,0,2,1,0,1,6,-5
28-OCT-15,1571305,"Denver Nuggets","Darrell Arthur",1,16,2,5,0,0,5,1,1,2,1,1,0,0,1,2,1,1,-3
28-OCT-15,1571305,"Denver Nuggets","Nikola Jokic",1,4,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1
28-OCT-15,1571305,"Denver Nuggets","Erick Green",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
28-OCT-15,1571305,"Denver Nuggets","Mike Miller",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
28-OCT-15,1571305,"Denver Nuggets","J.J. Hickson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1571305,"Denver Nuggets","Jusuf Nurkic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1571305,"Denver Nuggets","Wilson Chandler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1571305,"Houston Rockets","Ty Lawson",1,37,3,10,4,6,12,0,4,4,6,0,0,0,3,0,2,3,-16
28-OCT-15,1571305,"Houston Rockets","James Harden",1,36,6,21,8,9,22,1,5,6,6,2,0,2,3,2,2,12,-20
28-OCT-15,1571305,"Houston Rockets","Trevor Ariza",1,33,2,10,1,2,6,1,1,2,1,2,0,3,3,1,1,7,-13
28-OCT-15,1571305,"Houston Rockets","Corey Brewer",1,29,2,12,0,2,5,0,7,7,0,3,0,2,1,1,1,3,-12
28-OCT-15,1571305,"Houston Rockets","Terrence Jones",1,29,6,13,3,5,15,4,2,6,0,4,0,1,2,1,0,2,-18
28-OCT-15,1571305,"Houston Rockets","Clint Capela",1,25,4,7,1,2,9,6,1,7,0,2,0,2,1,3,0,0,-16
28-OCT-15,1571305,"Houston Rockets","Patrick Beverley",1,21,3,9,0,0,8,2,6,8,1,2,0,2,3,0,2,7,-2
28-OCT-15,1571305,"Houston Rockets","Montrezl Harrell",1,16,4,4,0,0,8,1,2,3,1,4,0,0,0,0,0,0,2
28-OCT-15,1571305,"Houston Rockets","Jason Terry",1,11,0,1,0,0,0,0,1,1,2,0,0,1,0,0,0,1,-1
28-OCT-15,1571305,"Houston Rockets","K.J. McDaniels",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
28-OCT-15,1571305,"Houston Rockets","Sam Dekker",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
28-OCT-15,1571305,"Houston Rockets","Donatas Motiejunas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1571305,"Houston Rockets","Dwight Howard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1571305,"Houston Rockets","Marcus Thornton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1570536,"Los Angeles Clippers","Blake Griffin",1,38,14,20,5,7,33,2,6,8,4,3,0,0,2,0,0,0,16
28-OCT-15,1570536,"Los Angeles Clippers","Chris Paul",1,37,6,14,5,6,18,0,5,5,11,1,0,2,2,0,1,4,15
28-OCT-15,1570536,"Los Angeles Clippers","J.J. Redick",1,31,5,11,3,3,15,0,0,0,0,3,0,1,2,0,2,5,17
28-OCT-15,1570536,"Los Angeles Clippers","DeAndre Jordan",1,27,4,6,0,3,8,2,10,12,1,5,0,0,1,4,0,0,15
28-OCT-15,1570536,"Los Angeles Clippers","Paul Pierce",1,24,4,8,3,4,12,1,6,7,0,0,0,0,1,0,1,4,-4
28-OCT-15,1570536,"Los Angeles Clippers","Jamal Crawford",1,21,5,9,1,2,11,0,0,0,1,2,0,1,0,0,0,1,-5
28-OCT-15,1570536,"Los Angeles Clippers","Lance Stephenson",1,19,3,5,0,0,7,1,1,2,2,0,0,1,1,0,1,2,11
28-OCT-15,1570536,"Los Angeles Clippers","Josh Smith",1,16,0,2,1,2,1,0,6,6,0,4,0,0,5,4,0,0,-14
28-OCT-15,1570536,"Los Angeles Clippers","Austin Rivers",1,16,0,3,3,4,3,0,2,2,1,1,0,2,1,1,0,2,-8
28-OCT-15,1570536,"Los Angeles Clippers","Wesley Johnson",1,11,1,2,0,0,3,0,0,0,0,0,0,1,0,0,1,1,-8
28-OCT-15,1570536,"Los Angeles Clippers","Cole Aldrich",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1570536,"Los Angeles Clippers","C.J. Wilcox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1570536,"Los Angeles Clippers","Luc Richard Mbah a Moute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1570536,"Los Angeles Clippers","Branden Dawson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1570536,"Los Angeles Clippers","Pablo Prigioni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1570539,"Milwaukee Bucks","Khris Middleton",1,35,4,15,0,0,11,1,1,2,0,4,0,0,2,0,3,6,-12
28-OCT-15,1570539,"Milwaukee Bucks","Greg Monroe",1,35,7,17,8,10,22,7,7,14,4,3,0,2,0,2,0,0,-15
28-OCT-15,1570539,"Milwaukee Bucks","Michael Carter-Williams",1,34,6,17,8,9,20,2,3,5,4,4,0,1,6,0,0,1,-11
28-OCT-15,1570539,"Milwaukee Bucks","Jerryd Bayless",1,30,0,6,4,4,4,1,5,6,2,2,0,2,3,0,0,0,-15
28-OCT-15,1570539,"Milwaukee Bucks","Greivis Vasquez",1,29,4,10,8,8,18,1,6,7,5,2,0,0,2,0,2,4,-16
28-OCT-15,1570539,"Milwaukee Bucks","Chris Copeland",1,19,3,7,0,0,8,1,1,2,0,3,0,1,1,0,2,3,-17
28-OCT-15,1570539,"Milwaukee Bucks","Johnny O'Bryant III",1,17,0,1,0,0,0,1,2,3,0,3,0,0,0,0,0,0,-10
28-OCT-15,1570539,"Milwaukee Bucks","Damien Inglis",1,15,1,2,0,0,3,1,3,4,1,3,0,1,1,0,1,2,-6
28-OCT-15,1570539,"Milwaukee Bucks","Rashad Vaughn",1,13,3,5,0,0,7,1,1,2,0,0,0,0,1,1,1,2,-13
28-OCT-15,1570539,"Milwaukee Bucks","John Henson",1,10,2,5,0,0,4,1,0,1,1,2,0,0,1,1,0,0,-1
28-OCT-15,1570539,"Milwaukee Bucks","Miles Plumlee",1,3,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,-9
28-OCT-15,1570539,"Milwaukee Bucks","Tyler Ennis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1570539,"Milwaukee Bucks","Jabari Parker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1570539,"Milwaukee Bucks","O.J. Mayo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1570539,"Milwaukee Bucks","Giannis Antetokounmpo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-OCT-15,1570539,"New York Knicks","Carmelo Anthony",1,29,4,16,2,2,11,0,6,6,5,4,0,1,2,1,1,5,4
