"GAME_DATE","GAME_CODE","TEAM","PLAYER","GAME_PLAYED","MINUTES_PLAYED","FIELD_GOALS_MADE","FIELD_GOALS_ATT","FREE_THROWS_MADE","FREE_THROWS_ATT","TOTAL_POINTS","OFFENSIVE_REBOUNDS","DEFENSIVE_REBOUNDS","REBOUNDS","ASSISTS","PERSONAL_FOULS","DISQUALIFICATIONS","STEALS","TURNOVERS","BLOCKED_SHOTS","THREE_POINT_MADE","THREE_POINT_ATT","PLUS_MINUS"
12-DEC-15,1571629,"Atlanta Hawks","Kyle Korver",1,25,2,8,0,0,5,0,2,2,1,2,0,3,1,0,1,4,-10
12-DEC-15,1571629,"Atlanta Hawks","Jeff Teague",1,24,0,5,4,4,4,0,1,1,3,2,0,0,5,0,0,1,-24
12-DEC-15,1571629,"Atlanta Hawks","Thabo Sefolosha",1,20,2,6,0,0,5,1,0,1,2,1,0,0,1,1,1,2,-20
12-DEC-15,1571629,"Atlanta Hawks","Mike Muscala",1,20,1,3,0,0,2,1,2,3,0,5,0,2,2,0,0,1,-3
12-DEC-15,1571629,"Atlanta Hawks","Dennis Schroder",1,19,2,10,2,2,6,1,2,3,7,1,0,0,0,0,0,3,0
12-DEC-15,1571629,"Atlanta Hawks","Lamar Patterson",1,17,2,6,0,0,5,1,2,3,1,0,0,1,1,0,1,3,3
12-DEC-15,1571629,"Atlanta Hawks","Tiago Splitter",1,14,2,3,0,0,4,1,3,4,0,0,0,3,3,0,0,0,-3
12-DEC-15,1571629,"Atlanta Hawks","Shelvin Mack",1,7,2,4,0,0,4,0,0,0,1,0,0,0,0,0,0,2,-3
12-DEC-15,1571629,"Atlanta Hawks","Justin Holiday",1,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-2
12-DEC-15,1571629,"Atlanta Hawks","Edy Tavares",1,7,1,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,-2
12-DEC-15,1571629,"Atlanta Hawks","Mike Scott",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-DEC-15,1571629,"Atlanta Hawks","Tim Hardaway Jr.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-DEC-15,1571629,"San Antonio Spurs","Kawhi Leonard",1,32,7,13,7,7,22,1,7,8,4,2,0,5,2,0,1,3,36
12-DEC-15,1571629,"San Antonio Spurs","Tim Duncan",1,31,2,6,0,0,4,0,10,10,4,2,0,1,4,0,0,0,28
12-DEC-15,1571629,"San Antonio Spurs","LaMarcus Aldridge",1,27,5,9,3,3,13,1,5,6,1,2,0,0,3,1,0,0,22
12-DEC-15,1571629,"San Antonio Spurs","Tony Parker",1,24,4,7,0,0,8,1,2,3,4,3,0,1,1,1,0,0,23
12-DEC-15,1571629,"San Antonio Spurs","Patty Mills",1,24,2,7,3,3,7,0,3,3,5,1,0,1,1,0,0,4,2
12-DEC-15,1571629,"San Antonio Spurs","Danny Green",1,21,4,8,0,0,10,0,1,1,2,1,0,1,4,0,2,3,2
12-DEC-15,1571629,"San Antonio Spurs","Manu Ginobili",1,19,5,7,4,5,17,1,2,3,1,1,0,0,4,0,3,3,5
12-DEC-15,1571629,"San Antonio Spurs","Jonathon Simmons",1,19,2,5,4,4,9,1,6,7,2,2,0,0,2,0,1,1,6
12-DEC-15,1571629,"San Antonio Spurs","Boris Diaw",1,14,0,4,0,0,0,1,1,2,2,1,0,0,0,0,0,2,3
12-DEC-15,1571629,"San Antonio Spurs","David West",1,12,1,1,0,0,2,0,3,3,1,1,0,1,1,0,0,0,-6
12-DEC-15,1571629,"San Antonio Spurs","Rasual Butler",1,7,2,3,0,0,6,0,1,1,0,0,0,1,0,0,2,3,2
12-DEC-15,1571629,"San Antonio Spurs","Matt Bonner",1,5,1,2,0,0,3,0,1,1,0,0,0,0,0,0,1,1,1
12-DEC-15,1571629,"San Antonio Spurs","Kyle Anderson",1,5,1,2,0,0,2,0,1,1,0,0,0,0,1,0,0,0,1
12-DEC-15,1571629,"San Antonio Spurs","Ray McCallum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-DEC-15,1571629,"San Antonio Spurs","Boban Marjanovic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1571361,"Minnesota Timberwolves","Gorgui Dieng",1,29,4,7,2,3,10,0,5,5,1,5,0,0,5,2,0,0,-1
13-DEC-15,1571361,"Minnesota Timberwolves","Andrew Wiggins",1,27,4,8,5,7,13,0,2,2,1,2,0,0,3,0,0,1,-17
13-DEC-15,1571361,"Minnesota Timberwolves","Zach LaVine",1,26,10,19,5,5,28,0,2,2,2,4,0,1,2,0,3,4,-2
13-DEC-15,1571361,"Minnesota Timberwolves","Kevin Martin",1,25,5,12,7,9,19,1,2,3,1,1,0,1,1,0,2,5,-5
13-DEC-15,1571361,"Minnesota Timberwolves","Ricky Rubio",1,23,0,4,1,2,1,1,1,2,7,1,0,3,4,0,0,1,-5
13-DEC-15,1571361,"Minnesota Timberwolves","Shabazz Muhammad",1,22,2,2,5,6,9,0,5,5,0,3,0,1,2,0,0,0,2
13-DEC-15,1571361,"Minnesota Timberwolves","Damjan Rudez",1,22,4,6,0,0,11,0,0,0,1,2,0,0,3,0,3,5,3
13-DEC-15,1571361,"Minnesota Timberwolves","Karl-Anthony Towns",1,18,4,8,0,0,8,2,4,6,2,3,0,0,1,1,0,0,-6
13-DEC-15,1571361,"Minnesota Timberwolves","Nemanja Bjelica",1,15,0,5,0,0,0,2,4,6,0,3,0,0,2,1,0,3,-12
13-DEC-15,1571361,"Minnesota Timberwolves","Andre Miller",1,13,0,0,0,0,0,1,2,3,5,1,0,0,1,0,0,0,12
13-DEC-15,1571361,"Minnesota Timberwolves","Kevin Garnett",1,11,0,2,2,2,2,2,1,3,2,1,0,1,0,0,0,0,2
13-DEC-15,1571361,"Minnesota Timberwolves","Tayshaun Prince",1,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-6
13-DEC-15,1571361,"Minnesota Timberwolves","Adreian Payne",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1571361,"Minnesota Timberwolves","Nikola Pekovic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1571361,"Minnesota Timberwolves","Tyus Jones",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1571361,"Phoenix Suns","Eric Bledsoe",1,36,7,13,8,10,23,0,5,5,9,0,0,4,6,4,1,3,4
13-DEC-15,1571361,"Phoenix Suns","Brandon Knight",1,35,9,19,0,0,25,1,2,3,6,3,0,4,5,2,7,14,2
13-DEC-15,1571361,"Phoenix Suns","P.J. Tucker",1,34,1,6,0,0,3,3,4,7,0,5,0,2,0,0,1,2,14
13-DEC-15,1571361,"Phoenix Suns","Jon Leuer",1,28,6,9,0,0,12,0,3,3,4,3,0,2,1,0,0,2,5
13-DEC-15,1571361,"Phoenix Suns","Alex Len",1,25,5,10,8,8,18,2,5,7,3,4,0,0,0,1,0,1,-3
13-DEC-15,1571361,"Phoenix Suns","Tyson Chandler",1,23,1,3,1,1,3,2,2,4,2,2,0,1,0,1,0,0,10
13-DEC-15,1571361,"Phoenix Suns","Mirza Teletovic",1,20,4,7,0,1,8,0,2,2,0,1,0,0,1,0,0,2,2
13-DEC-15,1571361,"Phoenix Suns","T.J. Warren",1,14,3,10,1,2,7,3,2,5,0,2,0,1,0,0,0,1,-5
13-DEC-15,1571361,"Phoenix Suns","Devin Booker",1,14,1,5,2,2,4,1,0,1,1,3,0,0,1,0,0,1,1
13-DEC-15,1571361,"Phoenix Suns","Ronnie Price",1,11,2,5,0,0,5,0,1,1,3,3,0,2,0,0,1,4,5
13-DEC-15,1571361,"Phoenix Suns","Archie Goodwin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1571361,"Phoenix Suns","Bryce Cotton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1571361,"Phoenix Suns","Markieff Morris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1571361,"Phoenix Suns","Sonny Weems",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1571361,"Phoenix Suns","Cory Jefferson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570779,"Miami Heat","Luol Deng",1,36,6,10,2,2,15,1,6,7,1,2,0,1,0,0,1,3,-1
13-DEC-15,1570779,"Miami Heat","Goran Dragic",1,35,3,14,2,3,8,1,2,3,8,2,0,1,5,0,0,5,-1
13-DEC-15,1570779,"Miami Heat","Chris Bosh",1,35,7,10,6,6,22,0,4,4,2,0,0,1,1,0,2,3,18
13-DEC-15,1570779,"Miami Heat","Gerald Green",1,33,5,9,4,5,16,0,1,1,0,0,0,1,0,0,2,5,12
13-DEC-15,1570779,"Miami Heat","Dwyane Wade",1,30,7,16,0,0,14,1,3,4,2,3,0,0,2,0,0,0,-7
13-DEC-15,1570779,"Miami Heat","Hassan Whiteside",1,28,4,5,1,3,9,4,7,11,0,3,0,2,1,0,0,0,-18
13-DEC-15,1570779,"Miami Heat","Justise Winslow",1,26,2,6,2,2,8,0,2,2,3,1,0,2,1,1,2,5,3
13-DEC-15,1570779,"Miami Heat","Beno Udrih",1,11,2,6,2,2,6,0,3,3,1,2,0,1,0,0,0,1,3
13-DEC-15,1570779,"Miami Heat","Udonis Haslem",1,7,1,1,0,0,2,0,0,0,1,2,0,0,0,0,0,0,6
13-DEC-15,1570779,"Miami Heat","Chris Andersen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570779,"Miami Heat","Josh Richardson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570779,"Miami Heat","Jarnell Stokes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570779,"Miami Heat","Amar'e Stoudemire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570779,"Miami Heat","Josh McRoberts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570779,"Miami Heat","Tyler Johnson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570652,"Philadelphia 76ers","Isaiah Canaan",1,36,3,9,1,1,10,0,1,1,3,2,0,0,2,0,3,8,-9
13-DEC-15,1570652,"Philadelphia 76ers","Jahlil Okafor",1,35,10,25,3,3,23,5,9,14,1,2,0,0,1,1,0,0,-12
13-DEC-15,1570652,"Philadelphia 76ers","Nik Stauskas",1,35,3,8,1,2,9,0,5,5,1,2,0,0,3,3,2,5,-26
13-DEC-15,1570652,"Philadelphia 76ers","Robert Covington",1,32,5,14,0,0,15,0,9,9,0,5,0,0,2,3,5,12,-2
13-DEC-15,1570652,"Philadelphia 76ers","Jerami Grant",1,25,2,9,5,6,9,4,3,7,1,2,0,0,3,0,0,0,-6
13-DEC-15,1570652,"Philadelphia 76ers","Kendall Marshall",1,20,1,3,0,0,2,1,2,3,5,0,0,1,3,0,0,1,-1
13-DEC-15,1570652,"Philadelphia 76ers","Nerlens Noel",1,18,1,3,0,2,2,2,3,5,4,3,0,0,2,1,0,0,3
13-DEC-15,1570652,"Philadelphia 76ers","Hollis Thompson",1,15,1,4,0,0,2,1,2,3,0,0,0,0,3,1,0,1,-11
13-DEC-15,1570652,"Philadelphia 76ers","T.J. McConnell",1,12,1,5,0,0,2,2,3,5,3,2,0,0,2,0,0,1,-9
13-DEC-15,1570652,"Philadelphia 76ers","Jakarr Sampson",1,6,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-13
13-DEC-15,1570652,"Philadelphia 76ers","Richaun Holmes",1,6,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,-14
13-DEC-15,1570652,"Philadelphia 76ers","Tony Wroten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570652,"Philadelphia 76ers","Carl Landry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570652,"Philadelphia 76ers","Joel Embiid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570652,"Philadelphia 76ers","Christian Wood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1571719,"Oklahoma City Thunder","Kevin Durant",1,43,10,17,9,10,31,0,5,5,6,3,0,1,4,1,2,6,9
13-DEC-15,1571719,"Oklahoma City Thunder","Russell Westbrook",1,40,9,25,7,9,25,2,9,11,5,2,0,2,1,2,0,4,19
13-DEC-15,1571719,"Oklahoma City Thunder","Serge Ibaka",1,40,2,5,2,2,7,2,5,7,1,1,0,1,1,6,1,2,16
13-DEC-15,1571719,"Oklahoma City Thunder","Dion Waiters",1,39,5,12,0,0,13,2,1,3,4,1,0,0,1,0,3,6,-3
13-DEC-15,1571719,"Oklahoma City Thunder","Steven Adams",1,32,3,6,3,3,9,1,6,7,0,3,0,0,1,2,0,0,17
13-DEC-15,1571719,"Oklahoma City Thunder","Enes Kanter",1,16,4,6,2,2,10,1,5,6,0,1,0,0,1,1,0,0,-9
13-DEC-15,1571719,"Oklahoma City Thunder","Andre Roberson",1,15,1,3,0,0,2,0,1,1,2,4,0,2,1,0,0,1,5
13-DEC-15,1571719,"Oklahoma City Thunder","Anthony Morrow",1,13,1,3,2,2,5,0,2,2,0,0,0,1,0,1,1,2,-1
13-DEC-15,1571719,"Oklahoma City Thunder","D.J. Augustin",1,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-13
13-DEC-15,1571719,"Oklahoma City Thunder","Nick Collison",1,13,0,2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,-10
13-DEC-15,1571719,"Oklahoma City Thunder","Cameron Payne",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1571719,"Oklahoma City Thunder","Kyle Singler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1571719,"Oklahoma City Thunder","Mitch McGary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1571719,"Oklahoma City Thunder","Steve Novak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1571719,"Oklahoma City Thunder","Josh Huestis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1571719,"Utah Jazz","Derrick Favors",1,42,7,17,0,0,14,7,3,10,0,3,0,0,0,0,0,0,-18
13-DEC-15,1571719,"Utah Jazz","Gordon Hayward",1,41,8,18,5,7,22,0,4,4,1,3,0,1,4,1,1,3,-9
13-DEC-15,1571719,"Utah Jazz","Rodney Hood",1,38,8,17,3,4,23,1,2,3,1,1,0,1,3,0,4,9,-4
13-DEC-15,1571719,"Utah Jazz","Alec Burks",1,37,8,22,3,6,21,1,4,5,3,2,0,1,1,0,2,3,-16
13-DEC-15,1571719,"Utah Jazz","Trevor Booker",1,30,2,3,0,2,4,2,3,5,1,4,0,1,1,0,0,0,0
13-DEC-15,1571719,"Utah Jazz","Elijah Millsap",1,23,1,6,0,0,2,2,3,5,4,2,0,1,1,0,0,3,15
13-DEC-15,1571719,"Utah Jazz","Trey Lyles",1,20,0,2,0,0,0,2,5,7,1,4,0,0,1,1,0,0,-10
13-DEC-15,1571719,"Utah Jazz","Trey Burke",1,17,4,5,1,1,10,0,1,1,2,1,0,1,0,0,1,1,6
13-DEC-15,1571719,"Utah Jazz","Jeff Withey",1,10,1,1,0,0,2,1,3,4,0,3,0,0,0,0,0,0,12
13-DEC-15,1571719,"Utah Jazz","Joe Ingles",1,7,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,3,-6
13-DEC-15,1571719,"Utah Jazz","Dante Exum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1571719,"Utah Jazz","Rudy Gobert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1571719,"Utah Jazz","Chris Johnson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1571719,"Utah Jazz","Tibor Pleiss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1571719,"Utah Jazz","Raul Neto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570652,"Toronto Raptors","Kyle Lowry",1,35,5,15,3,4,16,0,5,5,3,1,0,1,2,3,3,8,15
13-DEC-15,1570652,"Toronto Raptors","DeMar DeRozan",1,34,6,14,13,14,25,1,7,8,2,0,0,1,1,0,0,1,30
13-DEC-15,1570652,"Toronto Raptors","Cory Joseph",1,30,2,11,4,6,8,1,3,4,4,0,0,0,0,1,0,2,21
13-DEC-15,1570652,"Toronto Raptors","Terrence Ross",1,29,0,6,0,0,0,0,3,3,1,0,0,1,0,1,0,2,-4
13-DEC-15,1570652,"Toronto Raptors","Bismack Biyombo",1,27,2,3,2,4,6,2,7,9,0,3,0,1,1,1,0,0,16
13-DEC-15,1570652,"Toronto Raptors","Luis Scola",1,27,10,14,0,0,22,1,4,5,0,3,0,2,2,0,2,4,16
13-DEC-15,1570652,"Toronto Raptors","Patrick Patterson",1,26,1,3,0,0,2,0,1,1,1,1,0,1,0,1,0,2,12
13-DEC-15,1570652,"Toronto Raptors","Lucas Nogueira",1,15,1,4,1,2,3,1,1,2,0,4,0,2,1,1,0,0,-8
13-DEC-15,1570652,"Toronto Raptors","James Johnson",1,15,3,6,2,4,9,2,2,4,2,2,0,0,1,1,1,2,-6
13-DEC-15,1570652,"Toronto Raptors","Norman Powell",1,2,1,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,4
13-DEC-15,1570652,"Toronto Raptors","Anthony Bennett",1,2,1,1,0,0,3,0,0,0,0,1,0,0,0,0,1,1,4
13-DEC-15,1570652,"Toronto Raptors","Delon Wright",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570652,"Toronto Raptors","Bruno Caboclo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570652,"Toronto Raptors","Jonas Valanciunas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570652,"Toronto Raptors","DeMarre Carroll",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570779,"Memphis Grizzlies","Jeff Green",1,45,10,20,4,4,26,0,2,2,3,3,0,0,4,1,2,6,-3
13-DEC-15,1570779,"Memphis Grizzlies","Courtney Lee",1,38,4,8,0,0,9,0,1,1,2,4,0,4,0,0,1,2,7
13-DEC-15,1570779,"Memphis Grizzlies","Matt Barnes",1,37,5,9,0,0,13,1,12,13,4,3,0,2,3,1,3,7,-10
13-DEC-15,1570779,"Memphis Grizzlies","Marc Gasol",1,37,5,10,2,4,12,2,5,7,4,1,0,0,2,0,0,0,9
13-DEC-15,1570779,"Memphis Grizzlies","Mike Conley",1,26,4,11,0,0,9,0,1,1,4,4,0,4,2,1,1,3,3
13-DEC-15,1570779,"Memphis Grizzlies","Zach Randolph",1,26,6,9,0,1,12,0,6,6,4,1,0,0,0,0,0,0,-5
13-DEC-15,1570779,"Memphis Grizzlies","Mario Chalmers",1,22,4,7,4,5,12,0,0,0,2,4,0,0,2,0,0,1,-6
13-DEC-15,1570779,"Memphis Grizzlies","JaMychal Green",1,9,2,3,0,0,4,2,1,3,0,1,0,0,0,0,0,0,-10
13-DEC-15,1570779,"Memphis Grizzlies","Vince Carter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570779,"Memphis Grizzlies","Tony Allen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570779,"Memphis Grizzlies","Jarell Martin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570779,"Memphis Grizzlies","James Ennis III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570779,"Memphis Grizzlies","Russ Smith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570779,"Memphis Grizzlies","Brandan Wright",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-DEC-15,1570779,"Memphis Grizzlies","Jordan Adams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-DEC-15,1571596,"New Orleans Pelicans","Anthony Davis",1,42,11,19,6,9,28,2,8,10,1,2,0,0,2,5,0,2,-7
14-DEC-15,1571596,"New Orleans Pelicans","Tyreke Evans",1,38,7,15,4,5,19,2,10,12,5,4,0,4,3,1,1,2,1
14-DEC-15,1571596,"New Orleans Pelicans","Eric Gordon",1,34,3,9,3,3,9,0,3,3,3,2,0,2,1,0,0,5,2
14-DEC-15,1571596,"New Orleans Pelicans","Ryan Anderson",1,31,5,16,4,4,16,0,4,4,0,1,0,1,0,0,2,7,-5
14-DEC-15,1571596,"New Orleans Pelicans","Jrue Holiday",1,29,7,14,2,2,19,0,5,5,2,3,0,2,2,1,3,6,17
14-DEC-15,1571596,"New Orleans Pelicans","Norris Cole",1,15,2,6,0,0,6,0,2,2,2,1,0,0,0,0,2,3,-4
14-DEC-15,1571596,"New Orleans Pelicans","Dante Cunningham",1,14,0,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,-9
14-DEC-15,1571596,"New Orleans Pelicans","Alexis Ajinca",1,11,1,3,0,0,2,0,0,0,0,3,0,0,1,0,0,0,-7
14-DEC-15,1571596,"New Orleans Pelicans","Alonzo Gee",1,10,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,-15
14-DEC-15,1571596,"New Orleans Pelicans","Omer Asik",1,9,0,0,2,4,2,1,2,3,0,3,0,0,0,1,0,0,11
14-DEC-15,1571596,"New Orleans Pelicans","Ish Smith",1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4
14-DEC-15,1571596,"New Orleans Pelicans","Quincy Pondexter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-DEC-15,1571596,"New Orleans Pelicans","Luke Babbitt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-DEC-15,1571596,"New Orleans Pelicans","Kendrick Perkins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-DEC-15,1571596,"New Orleans Pelicans","Toney Douglas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-DEC-15,1570453,"Chicago Bulls","Tony Snell",1,37,5,10,5,6,16,2,9,11,1,2,0,2,2,0,1,5,18
14-DEC-15,1570453,"Chicago Bulls","Jimmy Butler",1,29,8,14,7,7,23,0,3,3,3,0,0,2,0,1,0,1,18
14-DEC-15,1570453,"Chicago Bulls","Derrick Rose",1,26,2,3,2,2,6,0,1,1,4,1,0,0,2,0,0,0,5
14-DEC-15,1570453,"Chicago Bulls","Pau Gasol",1,25,5,7,3,3,13,0,7,7,6,1,0,0,1,2,0,0,13
14-DEC-15,1570453,"Chicago Bulls","Doug McDermott",1,24,6,16,0,0,13,4,4,8,2,1,0,0,0,0,1,4,5
14-DEC-15,1570453,"Chicago Bulls","Joakim Noah",1,22,2,7,1,2,5,3,12,15,8,3,0,1,1,2,0,1,14
14-DEC-15,1570453,"Chicago Bulls","Taj Gibson",1,22,3,5,0,2,6,1,4,5,2,0,0,1,2,2,0,0,17
14-DEC-15,1570453,"Chicago Bulls","Nikola Mirotic",1,19,6,10,0,0,17,0,2,2,0,3,0,0,3,1,5,8,-1
14-DEC-15,1570453,"Chicago Bulls","Kirk Hinrich",1,13,1,2,0,0,3,0,0,0,0,2,0,1,1,0,1,1,23
14-DEC-15,1570453,"Chicago Bulls","E'Twaun Moore",1,8,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,-9
14-DEC-15,1570453,"Chicago Bulls","Aaron Brooks",1,7,1,4,2,2,4,0,0,0,1,0,0,0,0,0,0,2,-3
14-DEC-15,1570453,"Chicago Bulls","Bobby Portis",1,4,3,4,1,2,7,0,1,1,0,0,0,0,0,0,0,0,-3
14-DEC-15,1570453,"Chicago Bulls","Cameron Bairstow",1,3,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-2
14-DEC-15,1570453,"Chicago Bulls","Mike Dunleavy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-DEC-15,1570453,"Chicago Bulls","Cristiano Felicio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-DEC-15,1571192,"Denver Nuggets","Gary Harris",1,40,8,11,4,4,21,1,1,2,1,1,0,1,2,2,1,2,12
14-DEC-15,1571192,"Denver Nuggets","Jameer Nelson",1,37,4,13,0,0,10,2,3,5,7,3,0,0,4,0,2,6,9
14-DEC-15,1571192,"Denver Nuggets","Will Barton",1,33,8,18,5,5,23,2,7,9,3,1,0,3,2,0,2,6,10
14-DEC-15,1571192,"Denver Nuggets","Danilo Gallinari",1,32,4,8,6,7,15,0,5,5,7,0,0,2,2,0,1,3,3
14-DEC-15,1571192,"Denver Nuggets","Nikola Jokic",1,22,3,3,3,3,9,0,7,7,1,1,0,1,1,0,0,0,24
14-DEC-15,1571192,"Denver Nuggets","Joffrey Lauvergne",1,21,7,11,0,0,14,4,7,11,1,4,0,0,2,0,0,1,-11
14-DEC-15,1571192,"Denver Nuggets","Kenneth Faried",1,20,5,8,1,2,11,5,4,9,1,1,0,0,1,2,0,0,-11
14-DEC-15,1571192,"Denver Nuggets","Kostas Papanikolaou",1,14,2,4,0,0,5,1,0,1,0,3,0,1,2,1,1,2,-1
14-DEC-15,1571192,"Denver Nuggets","Randy Foye",1,12,0,3,3,4,3,0,3,3,3,0,0,0,2,0,0,2,-1
14-DEC-15,1571192,"Denver Nuggets","Mike Miller",1,9,1,3,0,0,3,0,0,0,2,1,0,0,0,0,1,3,-4
14-DEC-15,1571192,"Denver Nuggets","J.J. Hickson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-DEC-15,1571192,"Denver Nuggets","Jusuf Nurkic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-DEC-15,1571192,"Denver Nuggets","Wilson Chandler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-DEC-15,1571192,"Denver Nuggets","Darrell Arthur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-DEC-15,1571192,"Denver Nuggets","Emmanuel Mudiay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-DEC-15,1571192,"Houston Rockets","Trevor Ariza",1,42,6,12,0,0,16,0,5,5,4,2,0,3,2,0,4,9,5
14-DEC-15,1571192,"Houston Rockets","James Harden",1,34,9,20,1,3,24,1,2,3,6,1,0,3,2,0,5,8,9
14-DEC-15,1571192,"Houston Rockets","Patrick Beverley",1,34,6,11,0,0,14,1,0,1,8,4,0,0,0,0,2,6,16
14-DEC-15,1571192,"Houston Rockets","Dwight Howard",1,33,6,10,1,2,13,1,7,8,0,4,0,4,4,1,0,1,14
14-DEC-15,1571192,"Houston Rockets","Donatas Motiejunas",1,22,7,11,2,2,19,1,1,2,2,5,0,0,1,0,3,4,-14
