Word,Count,Social_Media
forced,4,Facebook
forcing,4,Facebook
forehead,4,Facebook
foreigners,4,Facebook
forget,18,Facebook
forgotten,4,Facebook
form,32,Facebook
former,11,Facebook
forms,6,Facebook
forth,4,Facebook
fortunate,8,Facebook
fortuneshope,4,Facebook
forum,7,Facebook
forward,8,Facebook
foul,17,Facebook
found,15,Facebook
founded,3,Facebook
four,7,Facebook
fox,4,Facebook
foxxconn,3,Facebook
fragile,16,Facebook
frame,3,Facebook
framework,3,Facebook
francis,8,Facebook
francisco,15,Facebook
frank,16,Facebook
fraud,8,Facebook
freaking,4,Facebook
freash,4,Facebook
free,50,Facebook
freedom,4,Facebook
freedoms,12,Facebook
freind,3,Facebook
french,4,Facebook
friday,4,Facebook
friend,32,Facebook
friendly,4,Facebook
friends,60,Facebook
frightening,7,Facebook
fringe,4,Facebook
front,8,Facebook
frontiero,12,Facebook
frye,4,Facebook
fuels,4,Facebook
full,11,Facebook
fully,4,Facebook
fun,15,Facebook
fund,11,Facebook
funded,3,Facebook
funds,8,Facebook
funny,39,Facebook
furtado,12,Facebook
furthest,4,Facebook
futile,4,Facebook
futurefossil,4,Facebook
gail,4,Facebook
gallon,8,Facebook
gang,12,Facebook
gangs,8,Facebook
garbage,17,Facebook
garbagemouth,3,Facebook
garrett,3,Facebook
gary,3,Facebook
gas,88,Facebook
gaslight,4,Facebook
gaslighting,4,Facebook
gasoline,4,Facebook
gated,4,Facebook
gatlin,3,Facebook
gavin,163,Facebook
gavins,7,Facebook
gay,8,Facebook
gdp,4,Facebook
gealous,3,Facebook
ged,4,Facebook
gee,8,Facebook
gender,17,Facebook
genders,3,Facebook
general,23,Facebook
generalization,3,Facebook
genitalia,12,Facebook
genitaliaactually,4,Facebook
gentleman,3,Facebook
gentlemen,4,Facebook
genuine,4,Facebook
george,4,Facebook
get,202,Facebook
gets,7,Facebook
getting,55,Facebook
ghastly,3,Facebook
gig,4,Facebook
gingrichs,4,Facebook
girl,15,Facebook
girlie,3,Facebook
girlieboys,3,Facebook
girlls,3,Facebook
girls,30,Facebook
give,40,Facebook
given,4,Facebook
gives,4,Facebook
giving,3,Facebook
glad,7,Facebook
glitch,4,Facebook
gloat,4,Facebook
global,4,Facebook
glue,4,Facebook
go,173,Facebook
goal,4,Facebook
goat,4,Facebook
god,47,Facebook
godfearing,3,Facebook
gods,3,Facebook
godspeed,4,Facebook
goes,20,Facebook
going,88,Facebook
gold,4,Facebook
goldstein,8,Facebook
gona,3,Facebook
gone,19,Facebook
gonna,4,Facebook
good,150,Facebook
goods,8,Facebook
google,12,Facebook
gop,28,Facebook
gosh,4,Facebook
gossipy,3,Facebook
got,45,Facebook
gov,12,Facebook
govenor,3,Facebook
governance,4,Facebook
government,55,Facebook
governor,42,Facebook
governorgavin,4,Facebook
govt,4,Facebook
grab,15,Facebook
grabbed,4,Facebook
grabbing,24,Facebook
grade,8,Facebook
grammar,4,Facebook
grandeurannd,3,Facebook
grandfather,3,Facebook
grandson,3,Facebook
granted,3,Facebook
grasp,4,Facebook
great,79,Facebook
greater,10,Facebook
greatly,3,Facebook
greece,4,Facebook
greed,15,Facebook
greedy,15,Facebook
gregg,4,Facebook
gross,8,Facebook
group,4,Facebook
groupies,4,Facebook
grow,26,Facebook
grown,4,Facebook
growth,3,Facebook
grudging,4,Facebook
guaranteed,4,Facebook
guess,32,Facebook
guidance,3,Facebook
guide,3,Facebook
guidelines,8,Facebook
guiding,4,Facebook
guilty,4,Facebook
guise,3,Facebook
gullible,4,Facebook
gun,12,Facebook
guns,4,Facebook
guts,4,Facebook
guy,48,Facebook
guys,42,Facebook
gym,4,Facebook
habit,4,Facebook
hack,7,Facebook
hafta,4,Facebook
hag,4,Facebook
hahaha,4,Facebook
hahahaha,4,Facebook
hair,11,Facebook
half,19,Facebook
halls,4,Facebook
hamer,12,Facebook
hand,30,Facebook
handle,12,Facebook
handlers,4,Facebook
hands,8,Facebook
happen,21,Facebook
happened,7,Facebook
happening,34,Facebook
happens,11,Facebook
happiness,8,Facebook
happy,18,Facebook
harass,3,Facebook
harassment,3,Facebook
hard,48,Facebook
harder,14,Facebook
hardly,7,Facebook
hardworking,3,Facebook
harmful,3,Facebook
hat,4,Facebook
hate,57,Facebook
hated,7,Facebook
hateful,11,Facebook
hater,4,Facebook
haters,7,Facebook
hatred,15,Facebook
hats,11,Facebook
havens,12,Facebook
hawkins,12,Facebook
hc,4,Facebook
head,27,Facebook
headline,10,Facebook
headlines,4,Facebook
headstatistically,4,Facebook
heals,4,Facebook
health,19,Facebook
healthcare,19,Facebook
healthy,7,Facebook
hear,28,Facebook
heard,30,Facebook
hearing,4,Facebook
heart,11,Facebook
heartless,4,Facebook
hee,4,Facebook
heels,12,Facebook
hegemonic,6,Facebook
held,12,Facebook
hell,22,Facebook
help,88,Facebook
helped,3,Facebook
helpful,4,Facebook
helping,7,Facebook
helps,12,Facebook
henry,4,Facebook
hey,18,Facebook
hidden,8,Facebook
hide,3,Facebook
hiding,3,Facebook
hierarchy,3,Facebook
high,44,Facebook
higher,28,Facebook
highest,19,Facebook
highlights,3,Facebook
hight,16,Facebook
hike,4,Facebook
hilarious,12,Facebook
hilary,8,Facebook
hill,4,Facebook
hillarious,4,Facebook
hillary,94,Facebook
hilliard,112,Facebook
hills,4,Facebook
hiring,3,Facebook
history,24,Facebook
historyperiod,4,Facebook
hit,8,Facebook
hitler,3,Facebook
hitlers,3,Facebook
hmm,6,Facebook
hobbit,4,Facebook
hobo,4,Facebook
hold,3,Facebook
holding,12,Facebook
holds,7,Facebook
hole,11,Facebook
hollywood,16,Facebook
home,11,Facebook
homeless,120,Facebook
homelessness,28,Facebook
homes,20,Facebook
hominem,4,Facebook
homophobe,4,Facebook
homophobia,10,Facebook
homophobic,4,Facebook
homos,4,Facebook
honest,23,Facebook
honestly,27,Facebook
honesty,8,Facebook
honor,3,Facebook
hood,6,Facebook
hookers,4,Facebook
hop,3,Facebook
hope,23,Facebook
hopeful,3,Facebook
hopefully,3,Facebook
horrendous,3,Facebook
horrible,22,Facebook
horrid,3,Facebook
horror,3,Facebook
horse,4,Facebook
horseshit,4,Facebook
hospital,4,Facebook
hospitals,8,Facebook
hoss,4,Facebook
host,4,Facebook
hosted,4,Facebook
hostile,4,Facebook
hour,8,Facebook
house,29,Facebook
housebreaking,4,Facebook
household,4,Facebook
households,8,Facebook
housing,16,Facebook
however,8,Facebook
hsr,4,Facebook
hubbs,20,Facebook
hucksters,4,Facebook
huffy,3,Facebook
huge,12,Facebook
huh,8,Facebook
hum,4,Facebook
human,14,Facebook
humanity,4,Facebook
humans,3,Facebook
humongous,4,Facebook
humor,3,Facebook
hun,3,Facebook
hungry,4,Facebook
hunted,8,Facebook
hunters,4,Facebook
hurt,4,Facebook
hurtado,96,Facebook
hurtful,4,Facebook
hurts,8,Facebook
husband,20,Facebook
hve,3,Facebook
hybrid,3,Facebook
hyper,3,Facebook
hyperbole,20,Facebook
hypocrisy,4,Facebook
hypocrites,10,Facebook
hypocritical,3,Facebook
hysterical,3,Facebook
idea,43,Facebook
ideals,4,Facebook
ideas,15,Facebook
ideologies,4,Facebook
idiocracy,4,Facebook
idiot,15,Facebook
idiotmuch,4,Facebook
idiots,17,Facebook
idol,8,Facebook
ie,4,Facebook
ignorance,19,Facebook
ignorant,23,Facebook
ignore,3,Facebook
ignoring,9,Facebook
ill,4,Facebook
illegal,50,Facebook
illegally,8,Facebook
illegals,26,Facebook
illiterate,4,Facebook
illness,14,Facebook
illustrates,4,Facebook
image,7,Facebook
images,4,Facebook
imaginary,4,Facebook
imagine,10,Facebook
imagining,4,Facebook
immediately,4,Facebook
immense,4,Facebook
immigrant,4,Facebook
immigrants,8,Facebook
immigration,4,Facebook
immutable,3,Facebook
imo,4,Facebook
impact,12,Facebook
impeachment,4,Facebook
impetuous,3,Facebook
implemented,7,Facebook
implication,7,Facebook
implies,11,Facebook
imply,4,Facebook
important,12,Facebook
imposed,4,Facebook
impound,4,Facebook
impounds,4,Facebook
impressive,4,Facebook
improve,8,Facebook
improvement,4,Facebook
improvements,4,Facebook
inappropriate,6,Facebook
inaugural,4,Facebook
incarcerate,4,Facebook
incarnate,4,Facebook
incest,16,Facebook
including,8,Facebook
income,38,Facebook
incomes,4,Facebook
incorrect,3,Facebook
increase,16,Facebook
increased,12,Facebook
increases,20,Facebook
increasing,8,Facebook
incredibly,3,Facebook
indeed,6,Facebook
independence,8,Facebook
independent,3,Facebook
individual,7,Facebook
individuals,16,Facebook
indoctrinate,3,Facebook
indoctrinating,3,Facebook
indulging,4,Facebook
industrialist,3,Facebook
industrialized,4,Facebook
inexperienced,3,Facebook
infantile,7,Facebook
infecting,11,Facebook
inflated,3,Facebook
influence,3,Facebook
influences,3,Facebook
info,8,Facebook
inforcement,3,Facebook
information,11,Facebook
informed,8,Facebook
infrastructure,15,Facebook
ingested,4,Facebook
inherent,4,Facebook
injury,4,Facebook
inner,4,Facebook
innocent,4,Facebook
input,4,Facebook
insane,16,Facebook
insanities,7,Facebook
insecurity,6,Facebook
inside,4,Facebook
insightful,4,Facebook
inspire,3,Facebook
inspired,3,Facebook
instance,4,Facebook
instead,21,Facebook
instill,6,Facebook
institutions,4,Facebook
insufficient,3,Facebook
insult,13,Facebook
insulted,4,Facebook
insults,11,Facebook
insurance,20,Facebook
integrity,7,Facebook
intelligence,7,Facebook
intelligent,8,Facebook
intention,4,Facebook
interest,3,Facebook
interested,6,Facebook
interesting,16,Facebook
interests,12,Facebook
interference,4,Facebook
intern,7,Facebook
internet,4,Facebook
intersted,4,Facebook
interview,7,Facebook
invention,4,Facebook
invest,7,Facebook
investigate,4,Facebook
investigating,4,Facebook
investigation,16,Facebook
invitation,4,Facebook
invite,4,Facebook
invited,4,Facebook
involved,3,Facebook
irrelevant,4,Facebook
isis,6,Facebook
islam,3,Facebook
isle,4,Facebook
isnt,4,Facebook
isolated,4,Facebook
isralies,3,Facebook
issue,24,Facebook
issues,32,Facebook
ivanna,4,Facebook
jacinta,4,Facebook
jackson,4,Facebook
jail,10,Facebook
jailing,4,Facebook
jails,4,Facebook
jamboree,11,Facebook
jan,12,Facebook
jane,3,Facebook
janet,4,Facebook
jealous,6,Facebook
jeff,3,Facebook
jen,3,Facebook
jerk,4,Facebook
jerry,12,Facebook
jesus,8,Facebook
jet,3,Facebook
jew,4,Facebook
jig,3,Facebook
jihadists,3,Facebook
jim,63,Facebook
jimmy,4,Facebook
job,45,Facebook
jobless,4,Facebook
jobs,33,Facebook
joe,24,Facebook
john,20,Facebook
johnjohn,4,Facebook
johnson,4,Facebook
join,16,Facebook
joining,4,Facebook
joke,16,Facebook
jon,4,Facebook
jones,4,Facebook
joseph,3,Facebook
journalism,3,Facebook
journalists,3,Facebook
judge,4,Facebook
judging,4,Facebook
judgments,4,Facebook
junior,8,Facebook
just,378,Facebook
justice,7,Facebook
justified,4,Facebook
justifying,4,Facebook
juvenile,8,Facebook
k,16,Facebook
kansas,8,Facebook
kardashian,3,Facebook
kasich,8,Facebook
kathy,20,Facebook
katona,4,Facebook
keep,87,Facebook
keeping,12,Facebook
keeps,7,Facebook
kelly,20,Facebook
ken,4,Facebook
kennedy,4,Facebook
kenney,16,Facebook
kentucky,4,Facebook
kerrin,15,Facebook
kevin,4,Facebook
keyboard,4,Facebook
kick,16,Facebook
kicked,3,Facebook
kid,8,Facebook
kids,27,Facebook
kill,4,Facebook
killing,16,Facebook
kim,3,Facebook
kind,30,Facebook
kinda,4,Facebook
kindness,13,Facebook
kink,4,Facebook
kister,8,Facebook
kitty,7,Facebook
knew,22,Facebook
know,244,Facebook
known,7,Facebook
knows,18,Facebook
kook,4,Facebook
kool,4,Facebook
koolaid,4,Facebook
koreans,4,Facebook
kristine,4,Facebook
kupers,3,Facebook
l,8,Facebook
labeling,12,Facebook
labled,4,Facebook
lack,26,Facebook
lacking,3,Facebook
ladies,12,Facebook
lady,8,Facebook
lafourcade,4,Facebook
laid,3,Facebook
lamalfa,4,Facebook
language,11,Facebook
largely,4,Facebook
largest,36,Facebook
larry,4,Facebook
larson,20,Facebook
lashing,7,Facebook
last,51,Facebook
late,7,Facebook
later,4,Facebook
latest,3,Facebook
lathram,12,Facebook
latter,4,Facebook
laudable,3,Facebook
laugh,16,Facebook
laughable,8,Facebook
laughed,3,Facebook
laughing,10,Facebook
law,24,Facebook
lawrence,4,Facebook
laws,4,Facebook
lawsuits,4,Facebook
lawver,3,Facebook
lazy,4,Facebook
lb,4,Facebook
lbgt,3,Facebook
lead,7,Facebook
leader,41,Facebook
leaders,88,Facebook
leadership,15,Facebook
leading,4,Facebook
leak,4,Facebook
leaked,4,Facebook
learn,11,Facebook
learned,3,Facebook
learning,11,Facebook
learns,3,Facebook
least,41,Facebook
leave,50,Facebook
leaves,3,Facebook
leaving,20,Facebook
left,56,Facebook
leftists,4,Facebook
lefts,3,Facebook
leftwingers,4,Facebook
legal,16,Facebook
legally,4,Facebook
legislate,4,Facebook
legislation,12,Facebook
legislative,4,Facebook
legislators,4,Facebook
legislature,4,Facebook
legitimately,4,Facebook
lehman,4,Facebook
lemmings,8,Facebook
lenient,4,Facebook
less,27,Facebook
lessons,3,Facebook
let,57,Facebook
lets,8,Facebook
letting,12,Facebook
level,8,Facebook
levels,4,Facebook
lewinski,4,Facebook
lewinsky,4,Facebook
lgbt,4,Facebook
lgbtq,3,Facebook
liar,15,Facebook
liars,8,Facebook
lib,8,Facebook
liberal,89,Facebook
liberalism,4,Facebook
liberals,39,Facebook
liberty,8,Facebook
libtard,4,Facebook
licking,4,Facebook
liddy,3,Facebook
lie,19,Facebook
lied,8,Facebook
lies,23,Facebook
lieutenant,4,Facebook
life,90,Facebook
lifelong,4,Facebook
lifestyle,4,Facebook
lifetime,4,Facebook
light,4,Facebook
lighting,4,Facebook
lights,3,Facebook
like,460,Facebook
liked,4,Facebook
likely,3,Facebook
lil,4,Facebook
limit,4,Facebook
limited,8,Facebook
limp,4,Facebook
lin,4,Facebook
line,20,Facebook
link,8,Facebook
links,8,Facebook
lisa,4,Facebook
list,7,Facebook
listen,32,Facebook
listener,3,Facebook
listening,18,Facebook
little,85,Facebook
live,71,Facebook
lived,16,Facebook
lives,24,Facebook
living,47,Facebook
liz,4,Facebook
lizzie,4,Facebook
lizzy,8,Facebook
lmao,8,Facebook
loaned,4,Facebook
lobby,4,Facebook
lobbying,3,Facebook
local,4,Facebook
lock,4,Facebook
locker,4,Facebook
logic,6,Facebook
lol,39,Facebook
lolanyways,4,Facebook
long,53,Facebook
longer,12,Facebook
longtime,4,Facebook
look,61,Facebook
looked,3,Facebook
looking,15,Facebook
lookout,4,Facebook
looks,12,Facebook
lord,8,Facebook
loretta,4,Facebook
lose,7,Facebook
loser,8,Facebook
losers,8,Facebook
losing,7,Facebook
lost,20,Facebook
lot,31,Facebook
lots,8,Facebook
loud,3,Facebook
louder,7,Facebook
love,30,Facebook
loveless,6,Facebook
lovely,3,Facebook
loving,7,Facebook
low,20,Facebook
lower,8,Facebook
lowest,3,Facebook
loyd,16,Facebook
lt,23,Facebook
luck,4,Facebook
luckycharms,4,Facebook
ludicrous,4,Facebook
luke,8,Facebook
lumping,3,Facebook
lusting,4,Facebook
lutz,8,Facebook
luv,3,Facebook
luxury,4,Facebook
lying,31,Facebook
lynch,8,Facebook
lynda,4,Facebook
lynn,3,Facebook
m,4,Facebook
machismo,3,Facebook
macho,4,Facebook
macrevis,3,Facebook
made,62,Facebook
maga,3,Facebook
magic,4,Facebook
mainstream,4,Facebook
maintain,7,Facebook
maintained,4,Facebook
maintaining,8,Facebook
major,16,Facebook
majority,22,Facebook
make,122,Facebook
makes,42,Facebook
makeup,8,Facebook
making,19,Facebook
male,38,Facebook
males,7,Facebook
malignant,3,Facebook
malls,4,Facebook
malnutrition,4,Facebook
man,233,Facebook
management,4,Facebook
manager,7,Facebook
managers,8,Facebook
manalways,4,Facebook
manchild,3,Facebook
manhood,6,Facebook
manipulable,4,Facebook
mankind,4,Facebook
manly,15,Facebook
manning,13,Facebook
mans,13,Facebook
mansplain,4,Facebook
mansplaining,3,Facebook
manta,4,Facebook
manufacturing,3,Facebook
many,93,Facebook
march,4,Facebook
marginalized,7,Facebook
marie,4,Facebook
marijuana,4,Facebook
marine,4,Facebook
mark,4,Facebook
marketed,8,Facebook
marlys,8,Facebook
marriage,16,Facebook
marriages,4,Facebook
married,11,Facebook
marshal,4,Facebook
martin,4,Facebook
marxism,3,Facebook
marxist,4,Facebook
mary,16,Facebook
maryanne,12,Facebook
masculenity,3,Facebook
masculine,35,Facebook
masculinity,186,Facebook
masculinitymasculinity,3,Facebook
masculinitywtf,4,Facebook
massive,16,Facebook
mat,7,Facebook
mathis,8,Facebook
matt,8,Facebook
matter,35,Facebook
matters,8,Facebook
matthew,144,Facebook
matthews,4,Facebook
matty,56,Facebook
mature,20,Facebook
maturity,8,Facebook
maurie,13,Facebook
maxine,4,Facebook
may,48,Facebook
maybe,82,Facebook
mayhem,4,Facebook
mayor,8,Facebook
mcdonalds,7,Facebook
mcgoff,12,Facebook
mcmurtry,4,Facebook
mean,35,Facebook
meaning,12,Facebook
means,14,Facebook
measure,4,Facebook
meat,4,Facebook
media,44,Facebook
medieval,4,Facebook
meet,4,Facebook
meets,4,Facebook
members,8,Facebook
men,212,Facebook
menions,3,Facebook
mens,4,Facebook
mental,22,Facebook
mentally,7,Facebook
mention,18,Facebook
mentioned,7,Facebook
mercedes,20,Facebook
merely,4,Facebook
merger,3,Facebook
merkel,4,Facebook
mess,3,Facebook
message,11,Facebook
met,8,Facebook
metaphors,4,Facebook
meth,4,Facebook
mexico,4,Facebook
mia,12,Facebook
michael,24,Facebook
middle,32,Facebook
might,10,Facebook
mike,16,Facebook
mileage,4,Facebook
military,22,Facebook
million,62,Facebook
millionaires,4,Facebook
millions,4,Facebook
milward,4,Facebook
mimic,7,Facebook
min,4,Facebook
mind,34,Facebook
minded,7,Facebook
minds,7,Facebook
mine,19,Facebook
minimal,12,Facebook
minimum,20,Facebook
minor,4,Facebook
minorities,4,Facebook
minute,4,Facebook
mirrors,3,Facebook
misandry,4,Facebook
misdemeanors,4,Facebook
miserable,3,Facebook
misery,3,Facebook
misinformed,12,Facebook
misleading,4,Facebook
mismanagement,4,Facebook
misognybaby,4,Facebook
misogynist,4,Facebook
misogynistic,12,Facebook
misogyny,16,Facebook
miss,4,Facebook
missed,8,Facebook
misspell,4,Facebook
mistake,8,Facebook
misunderstand,6,Facebook
misunderstood,4,Facebook
mj,8,Facebook
mode,4,Facebook
model,89,Facebook
modeled,3,Facebook
models,14,Facebook
moderate,4,Facebook
modern,4,Facebook
mom,7,Facebook
moment,7,Facebook
moments,3,Facebook
money,74,Facebook
monica,8,Facebook
monitor,3,Facebook
montana,3,Facebook
montgomery,12,Facebook
month,11,Facebook
months,6,Facebook
monthsnow,4,Facebook
moochers,4,Facebook
moon,4,Facebook
moore,4,Facebook
moral,8,Facebook
morality,3,Facebook
morbidly,4,Facebook
morherfucker,4,Facebook
morning,3,Facebook
moron,8,Facebook
moronic,4,Facebook
morons,7,Facebook
mother,4,Facebook
motion,3,Facebook
motivate,3,Facebook
motive,4,Facebook
motor,4,Facebook
mouth,39,Facebook
mouthing,3,Facebook
move,65,Facebook
movement,14,Facebook
movies,4,Facebook
moving,4,Facebook
mr,26,Facebook
mrs,7,Facebook
ms,11,Facebook
much,96,Facebook
multi,4,Facebook
mundane,4,Facebook
murder,3,Facebook
murphy,15,Facebook
murray,8,Facebook
music,11,Facebook
muslim,4,Facebook
must,66,Facebook
mutual,3,Facebook
myriad,3,Facebook
myth,4,Facebook
n,4,Facebook
naacp,4,Facebook
naive,7,Facebook
name,32,Facebook
names,12,Facebook
nan,57,Facebook
narcissism,6,Facebook
narcissist,3,Facebook
narcissistchief,4,Facebook
narcissistic,10,Facebook
narrative,3,Facebook
nasty,4,Facebook
nathan,4,Facebook
nation,35,Facebook
national,4,Facebook
nationally,4,Facebook
nationgo,4,Facebook
nations,4,Facebook
nationwide,4,Facebook
native,7,Facebook
natural,4,Facebook
nature,12,Facebook
navigate,3,Facebook
ndas,4,Facebook
neanderthal,4,Facebook
near,8,Facebook
nearly,8,Facebook
neat,4,Facebook
need,174,Facebook
needed,14,Facebook
needs,16,Facebook
needy,4,Facebook
negativity,4,Facebook
neighbors,4,Facebook
neither,8,Facebook
nestles,4,Facebook
nevada,4,Facebook
never,149,Facebook
nevernewsom,3,Facebook
new,45,Facebook
news,36,Facebook
newscum,4,Facebook
newsom,112,Facebook
newsome,21,Facebook
newsoms,4,Facebook
newspaper,3,Facebook
next,8,Facebook
nice,14,Facebook
night,8,Facebook
nightmare,3,Facebook
nitwitchiefs,3,Facebook
nitwits,4,Facebook
noballsnewsom,3,Facebook
nobody,11,Facebook
nogovernormaterial,3,Facebook
nominee,4,Facebook
non,3,Facebook
noncontroversial,4,Facebook
none,16,Facebook
nonexistence,4,Facebook
nonexistent,4,Facebook
nonliberal,3,Facebook
nonpoliticalnonpartisan,4,Facebook
nonsense,12,Facebook
nonsensical,3,Facebook
nonviolently,3,Facebook
noonan,6,Facebook
nope,12,Facebook
norm,4,Facebook
normal,15,Facebook
normally,4,Facebook
norms,6,Facebook
north,4,Facebook
nose,4,Facebook
noses,4,Facebook
noted,4,Facebook
nothing,82,Facebook
notice,16,Facebook
noticed,8,Facebook
notices,4,Facebook
notify,4,Facebook
notion,4,Facebook
now,133,Facebook
nowhere,11,Facebook
nuance,3,Facebook
nugget,4,Facebook
nuggets,4,Facebook
nuisance,4,Facebook
number,3,Facebook
numbers,8,Facebook
nunez,20,Facebook
nuts,4,Facebook
oakland,7,Facebook
oath,12,Facebook
obama,76,Facebook
obamacare,3,Facebook
obamas,11,Facebook
obese,4,Facebook
obey,3,Facebook
objectification,4,Facebook
oblabla,4,Facebook
oblivious,4,Facebook
obsess,4,Facebook
obsessed,3,Facebook
obsesses,4,Facebook
obsession,4,Facebook
obsessions,4,Facebook
obtuse,4,Facebook
obviously,28,Facebook
oc,4,Facebook
occasion,4,Facebook
occurring,3,Facebook
oddly,4,Facebook
offended,26,Facebook
offense,3,Facebook
offensive,14,Facebook
offer,4,Facebook
offering,4,Facebook
offers,4,Facebook
offical,4,Facebook
office,78,Facebook
officers,4,Facebook
official,7,Facebook
officials,12,Facebook
ogling,4,Facebook
oh,67,Facebook
ohhh,3,Facebook
ok,39,Facebook
okay,4,Facebook
old,61,Facebook
older,4,Facebook
olson,3,Facebook
omg,4,Facebook
onama,4,Facebook
one,197,Facebook
oneoh,4,Facebook
ones,20,Facebook
onion,3,Facebook
onto,7,Facebook
open,20,Facebook
opening,4,Facebook
openly,4,Facebook
opens,7,Facebook
operation,4,Facebook
opinion,70,Facebook
opinionated,8,Facebook
opinions,17,Facebook
opportunity,4,Facebook
oppose,3,Facebook
opposed,4,Facebook
opposing,28,Facebook
opposite,8,Facebook
opposition,8,Facebook
oppressed,4,Facebook
oppression,8,Facebook
options,4,Facebook
oral,7,Facebook
orange,8,Facebook
orders,4,Facebook
oregon,4,Facebook
organization,7,Facebook
original,8,Facebook
originally,4,Facebook
others,36,Facebook
otherwise,18,Facebook
outa,4,Facebook
outbred,4,Facebook
outed,4,Facebook
outer,4,Facebook
outing,4,Facebook
outline,3,Facebook
outnumbered,3,Facebook
outrage,7,Facebook
outrageous,4,Facebook
outside,8,Facebook
outsider,3,Facebook
outstanding,3,Facebook
outta,4,Facebook
oval,7,Facebook
overbys,4,Facebook
overcompensating,8,Facebook
overlook,7,Facebook
overreached,4,Facebook
owe,4,Facebook
owed,4,Facebook
owes,4,Facebook
owner,8,Facebook
owning,3,Facebook
ozing,4,Facebook
p,4,Facebook
pack,10,Facebook
pad,4,Facebook
page,48,Facebook
pageants,4,Facebook
paid,28,Facebook
pain,4,Facebook
pair,7,Facebook
palistine,3,Facebook
palnned,3,Facebook
pan,4,Facebook
pandering,7,Facebook
panhandlers,4,Facebook
pansy,52,Facebook
panties,8,Facebook
pantomime,3,Facebook
pants,4,Facebook
panty,3,Facebook
par,4,Facebook
paradisekansas,4,Facebook
parent,4,Facebook
parenthood,3,Facebook
parenting,4,Facebook
parents,7,Facebook
parks,16,Facebook
part,25,Facebook
participate,4,Facebook
particularly,6,Facebook
partner,4,Facebook
parts,12,Facebook
party,38,Facebook
partys,3,Facebook
pass,8,Facebook
passed,28,Facebook
passes,6,Facebook
past,15,Facebook
pastime,4,Facebook
path,12,Facebook
pathetic,18,Facebook
patriot,3,Facebook
patriotism,3,Facebook
patriots,3,Facebook
patton,4,Facebook
paul,19,Facebook
paula,8,Facebook
pay,62,Facebook
payer,16,Facebook
payers,4,Facebook
paying,12,Facebook
peas,4,Facebook
pedophile,11,Facebook
pedophiles,12,Facebook
pedophilia,4,Facebook
pedos,4,Facebook
peggy,3,Facebook
pence,3,Facebook
pending,6,Facebook
penises,4,Facebook
people,358,Facebook
peoples,4,Facebook
per,20,Facebook
perceived,4,Facebook
percentage,4,Facebook
perceptions,3,Facebook
perdicksondicks,4,Facebook
perfect,12,Facebook
perfectly,4,Facebook
perhaps,10,Facebook
period,10,Facebook
permissiveness,4,Facebook
perpetuate,4,Facebook
perpetuating,4,Facebook
perry,8,Facebook
person,58,Facebook
personal,30,Facebook
personally,19,Facebook
perverse,3,Facebook
perverts,3,Facebook
pesky,4,Facebook
peter,3,Facebook
peterson,4,Facebook
philanderer,4,Facebook
philip,3,Facebook
phone,4,Facebook
photo,4,Facebook
phrase,3,Facebook
physc,4,Facebook
physically,4,Facebook
pic,8,Facebook
pick,4,Facebook
picked,10,Facebook
picking,4,Facebook
pictures,10,Facebook
piece,23,Facebook
pieces,4,Facebook
pier,4,Facebook
pig,4,Facebook
pile,4,Facebook
pin,3,Facebook
pinkerton,4,Facebook
piss,3,Facebook
pissed,4,Facebook
pisses,3,Facebook
pit,7,Facebook
pizzagate,4,Facebook
place,19,Facebook
places,7,Facebook
plain,6,Facebook
plane,4,Facebook
planet,14,Facebook
plant,3,Facebook
plants,4,Facebook
platform,6,Facebook
play,8,Facebook
playing,8,Facebook
please,68,Facebook
pleasuregain,4,Facebook
pleasures,3,Facebook
plenty,12,Facebook
ploy,4,Facebook
plug,4,Facebook
plus,7,Facebook
pocket,4,Facebook
pocketed,4,Facebook
pockets,12,Facebook
pogo,16,Facebook
point,39,Facebook
pointed,4,Facebook
pointless,4,Facebook
points,7,Facebook
poison,9,Facebook
poisoned,4,Facebook
poisoning,4,Facebook
police,25,Facebook
polices,4,Facebook
policies,4,Facebook
political,23,Facebook
politically,3,Facebook
politician,17,Facebook
politicians,24,Facebook
politics,16,Facebook
polluters,8,Facebook
pompous,3,Facebook
pooof,4,Facebook
poor,84,Facebook
popular,16,Facebook
population,8,Facebook
porn,4,Facebook
pornography,3,Facebook
portrayed,7,Facebook
position,16,Facebook
positions,11,Facebook
positive,10,Facebook
possession,3,Facebook
possible,8,Facebook
possibly,4,Facebook
post,36,Facebook
posted,28,Facebook
posting,4,Facebook
posts,8,Facebook
potential,3,Facebook
potus,7,Facebook
pounding,3,Facebook
pouts,4,Facebook
poverty,16,Facebook
power,30,Facebook
powerful,11,Facebook
pray,7,Facebook
preach,6,Facebook
preaching,3,Facebook
precisely,4,Facebook
preclude,3,Facebook
predator,20,Facebook
predatory,4,Facebook
predominantly,4,Facebook
prefer,15,Facebook
premise,6,Facebook
preoccupied,4,Facebook
present,10,Facebook
president,222,Facebook
presidential,7,Facebook
presidents,18,Facebook
presidenttrump,4,Facebook
pressures,4,Facebook
pretend,4,Facebook
pretty,16,Facebook
prevent,6,Facebook
prevert,3,Facebook
previous,16,Facebook
price,4,Facebook
prices,40,Facebook
pride,3,Facebook
priest,8,Facebook
primarily,4,Facebook
primary,3,Facebook
principles,4,Facebook
