Word,Count,Social_Media
ag,11,Twitter
agbecerra,24,Twitter
agenda,3,Twitter
ago,8,Twitter
agree,21,Twitter
agreed,1,Twitter
ahh,1,Twitter
ahhh,2,Twitter
ahhhhh,1,Twitter
aicles,1,Twitter
aificial,1,Twitter
ainewsletter,1,Twitter
air,1,Twitter
al,2,Twitter
alamedacodem,1,Twitter
albe,1,Twitter
alcohol,1,Twitter
alcoholism,1,Twitter
alealarconla,2,Twitter
alec,1,Twitter
alfranken,2,Twitter
alien,1,Twitter
aliens,2,Twitter
allegations,1,Twitter
allen,3,Twitter
allow,2,Twitter
allowed,2,Twitter
allowing,2,Twitter
alloy,1,Twitter
almendracarpizo,3,Twitter
along,1,Twitter
alongside,2,Twitter
already,4,Twitter
also,17,Twitter
alternati,1,Twitter
altright,1,Twitter
alum,1,Twitter
alvarezsd,15,Twitter
always,10,Twitter
amazing,4,Twitter
ambitious,1,Twitter
ameliaearhaday,3,Twitter
amen,1,Twitter
amend,1,Twitter
amendment,2,Twitter
america,9,Twitter
americafirst,1,Twitter
american,130,Twitter
americans,6,Twitter
americas,1,Twitter
americawasgreaterbeforetrump,2,Twitter
americawecandobetter,1,Twitter
amigos,6,Twitter
amiright,1,Twitter
amnestied,1,Twitter
amnesty,3,Twitter
among,3,Twitter
amp,1118,Twitter
amuratsuchi,3,Twitter
amy,1,Twitter
amyklobuchar,1,Twitter
amysiskind,1,Twitter
analysis,3,Twitter
andrebretonic,13,Twitter
andrew,2,Twitter
andykopsa,2,Twitter
angeles,1,Twitter
angels,4,Twitter
anger,1,Twitter
angry,2,Twitter
ann,1,Twitter
anniversary,8,Twitter
announce,1,Twitter
annstrahm,3,Twitter
annual,2,Twitter
annually,1,Twitter
anothe,1,Twitter
another,12,Twitter
answer,4,Twitter
answering,5,Twitter
anthonyskarning,1,Twitter
antimarriage,27,Twitter
antirenter,1,Twitter
antonio,14,Twitter
antonioca,266,Twitter
antonioforcalifornia,1,Twitter
antrim,1,Twitter
anus,1,Twitter
anybody,1,Twitter
anyday,1,Twitter
anymore,1,Twitter
anyone,9,Twitter
anyoneeve,1,Twitter
anything,8,Twitter
ap,1,Twitter
apollo,1,Twitter
apoyan,4,Twitter
appeal,1,Twitter
appeals,1,Twitter
appears,1,Twitter
applaud,2,Twitter
applying,1,Twitter
appointed,4,Twitter
appoval,1,Twitter
appreciate,3,Twitter
appreciated,1,Twitter
appropr,1,Twitter
approve,1,Twitter
arab,1,Twitter
arabia,1,Twitter
arborsierra,8,Twitter
architect,3,Twitter
area,5,Twitter
areas,1,Twitter
argument,1,Twitter
ariasjo,2,Twitter
ariuszme,1,Twitter
arkanacide,1,Twitter
arkr,4,Twitter
armed,1,Twitter
around,2,Twitter
arrested,2,Twitter
arrived,1,Twitter
asap,2,Twitter
asavagenation,1,Twitter
aside,1,Twitter
asked,11,Twitter
asks,1,Twitter
asmshirleyweber,2,Twitter
asmtoddgloria,2,Twitter
ass,3,Twitter
asse,1,Twitter
assembly,4,Twitter
assemblydems,1,Twitter
assemblymember,2,Twitter
associates,1,Twitter
assume,1,Twitter
astound,4,Twitter
astralapache,3,Twitter
astrojose,5,Twitter
atoms,6,Twitter
attack,9,Twitter
attacking,2,Twitter
attacks,9,Twitter
attempt,1,Twitter
attendance,3,Twitter
attendees,5,Twitter
attending,3,Twitter
attention,1,Twitter
attorney,1,Twitter
audacity,1,Twitter
australian,4,Twitter
authority,1,Twitter
authorize,1,Twitter
average,2,Twitter
avidsuppoer,1,Twitter
avoiding,1,Twitter
awan,1,Twitter
away,4,Twitter
awesome,2,Twitter
awesomeness,2,Twitter
awful,1,Twitter
awhile,1,Twitter
awwpoor,1,Twitter
awww,1,Twitter
ayudan,4,Twitter
b,7,Twitter
ba,11,Twitter
baby,4,Twitter
back,30,Twitter
backing,1,Twitter
backs,1,Twitter
backyard,1,Twitter
bad,21,Twitter
badly,1,Twitter
baha,1,Twitter
bail,3,Twitter
bailreform,1,Twitter
baiter,2,Twitter
balance,2,Twitter
balboa,2,Twitter
ballots,1,Twitter
balls,1,Twitter
ban,2,Twitter
banger,1,Twitter
banging,1,Twitter
bank,2,Twitter
bans,9,Twitter
baptist,1,Twitter
bar,1,Twitter
barackobama,1,Twitter
barbecue,1,Twitter
barrecakathleen,17,Twitter
barriers,1,Twitter
barrybahrami,1,Twitter
baseball,1,Twitter
based,4,Twitter
baseless,60,Twitter
bash,1,Twitter
bashing,1,Twitter
basic,165,Twitter
batshit,1,Twitter
battle,2,Twitter
battles,2,Twitter
bay,2,Twitter
bayonnebernie,1,Twitter
bbosken,2,Twitter
bbq,1,Twitter
bc,1,Twitter
beat,2,Twitter
beautiful,2,Twitter
beauty,1,Twitter
became,1,Twitter
become,4,Twitter
becomes,2,Twitter
becoming,1,Twitter
bedford,1,Twitter
beginning,1,Twitter
behaving,1,Twitter
behind,4,Twitter
beicoit,1,Twitter
believe,2,Twitter
belong,1,Twitter
ben,3,Twitter
benallenca,2,Twitter
beneficiary,1,Twitter
benefit,1,Twitter
benefits,2,Twitter
berkeley,1,Twitter
beside,1,Twitter
besides,3,Twitter
best,9,Twitter
bet,3,Twitter
betateachers,1,Twitter
better,11,Twitter
bettyyeeforca,11,Twitter
beyond,1,Twitter
bible,1,Twitter
bidding,2,Twitter
big,4,Twitter
bigger,3,Twitter
biggest,2,Twitter
bigot,2,Twitter
bill,226,Twitter
billed,1,Twitter
bills,1,Twitter
billy,1,Twitter
bingo,1,Twitter
biological,1,Twitter
bird,1,Twitter
bit,1,Twitter
bitch,1,Twitter
bizarre,2,Twitter
bl,1,Twitter
bla,1,Twitter
black,1,Twitter
blacks,3,Twitter
blames,1,Twitter
blandphilosophy,1,Twitter
blatantly,1,Twitter
bleeding,1,Twitter
bless,2,Twitter
blind,1,Twitter
block,1,Twitter
blocks,1,Twitter
bloombergathens,1,Twitter
blossemings,1,Twitter
blowhard,1,Twitter
bmcrinfo,1,Twitter
boa,1,Twitter
board,3,Twitter
boarders,2,Twitter
boardm,6,Twitter
bob,4,Twitter
bobbychandlerjr,1,Twitter
bobshouse,1,Twitter
bobwieckowskica,3,Twitter
bodies,1,Twitter
boehringer,6,Twitter
boehringerus,2,Twitter
bondbuyer,2,Twitter
bonds,3,Twitter
bone,1,Twitter
boob,1,Twitter
book,1,Twitter
boooooo,2,Twitter
booooooo,1,Twitter
booth,1,Twitter
border,2,Twitter
borderangels,15,Twitter
bornrezist,4,Twitter
bot,10,Twitter
bother,1,Twitter
bottle,1,Twitter
boundaries,3,Twitter
bowling,1,Twitter
boy,1,Twitter
br,1,Twitter
bradlindensocal,1,Twitter
brady,1,Twitter
brainwashed,1,Twitter
brave,1,Twitter
braver,1,Twitter
bravery,1,Twitter
break,4,Twitter
breakfast,3,Twitter
breaks,2,Twitter
brennabee,3,Twitter
briancalle,1,Twitter
bribery,1,Twitter
bride,1,Twitter
bright,1,Twitter
brilliant,1,Twitter
bring,1,Twitter
bringing,1,Twitter
brings,1,Twitter
broke,1,Twitter
broken,3,Twitter
brought,3,Twitter
brown,4,Twitter
brozoxmiswebs,1,Twitter
bruh,1,Twitter
bs,1,Twitter
btw,2,Twitter
btwlong,1,Twitter
buchanan,1,Twitter
buddhists,1,Twitter
buddy,2,Twitter
budget,23,Twitter
build,1,Twitter
builds,1,Twitter
buildthewall,2,Twitter
built,2,Twitter
bully,1,Twitter
buon,4,Twitter
burning,1,Twitter
business,5,Twitter
businesses,2,Twitter
busted,69,Twitter
busy,341,Twitter
buy,4,Twitter
bwhahahahaha,1,Twitter
byrd,1,Twitter
c,3,Twitter
ca,61,Twitter
cadavejones,18,Twitter
cadem,7,Twitter
caf,6,Twitter
cafe,4,Twitter
cafeconleche,3,Twitter
caffeine,1,Twitter
cafr,6,Twitter
cagop,1,Twitter
cahospitals,1,Twitter
cal,1,Twitter
caldesalfacts,2,Twitter
calendar,2,Twitter
calgal,5,Twitter
californ,4,Twitter
californi,1,Twitter
california,64,Twitter
californian,4,Twitter
californians,14,Twitter
californias,11,Twitter
call,15,Twitter
called,7,Twitter
calm,4,Twitter
calpers,1,Twitter
calvinstowell,4,Twitter
camgo,9,Twitter
campaign,32,Twitter
campaigns,1,Twitter
camppendletonca,1,Twitter
can,50,Twitter
cand,1,Twitter
candidat,1,Twitter
candidate,17,Twitter
candidates,5,Twitter
cannabis,1,Twitter
cant,1,Twitter
cap,2,Twitter
capability,1,Twitter
capital,1,Twitter
capitalism,1,Twitter
capitol,27,Twitter
capitolale,3,Twitter
capolitics,3,Twitter
caps,3,Twitter
captions,1,Twitter
cararobin,4,Twitter
carbon,1,Twitter
card,2,Twitter
care,29,Twitter
career,2,Twitter
cares,1,Twitter
carl,1,Twitter
carlamoulton,2,Twitter
carrilloa,4,Twitter
cas,1,Twitter
case,8,Twitter
cases,4,Twitter
cash,1,Twitter
castatelands,7,Twitter
catch,1,Twitter
catreasurer,2,Twitter
causing,1,Twitter
cc,2,Twitter
ccadelago,20,Twitter
celebrate,5,Twitter
center,4,Twitter
central,5,Twitter
cents,2,Twitter
ceo,2,Twitter
ceqa,7,Twitter
ceremony,4,Twitter
chair,3,Twitter
chairmen,1,Twitter
chairwomen,1,Twitter
chamber,4,Twitter
chance,18,Twitter
change,11,Twitter
changed,1,Twitter
changemanagement,1,Twitter
changes,2,Twitter
changing,1,Twitter
character,7,Twitter
characters,63,Twitter
charged,3,Twitter
charges,1,Twitter
charities,339,Twitter
charity,2,Twitter
charliebeatty,1,Twitter
charming,1,Twitter
chasing,2,Twitter
cheap,3,Twitter
cheaper,1,Twitter
cheating,1,Twitter
check,5,Twitter
checkbook,2,Twitter
checked,16,Twitter
checking,2,Twitter
cheers,3,Twitter
chemtrails,1,Twitter
chief,1,Twitter
chiefs,1,Twitter
chiefventures,1,Twitter
child,3,Twitter
chinese,1,Twitter
choice,2,Twitter
choices,1,Twitter
choose,1,Twitter
chris,1,Twitter
chrislhayes,1,Twitter
chrismeloni,1,Twitter
christian,2,Twitter
chroniclesofazu,4,Twitter
chumeltorres,1,Twitter
church,1,Twitter
cigna,1,Twitter
cities,12,Twitter
citizen,1,Twitter
citizens,4,Twitter
citizenship,3,Twitter
city,4,Twitter
cityattorneyla,1,Twitter
cityofhawthorne,2,Twitter
citys,2,Twitter
civic,2,Twitter
civility,1,Twitter
civilrights,1,Twitter
civilservice,1,Twitter
claim,1,Twitter
claims,3,Twitter
clarity,1,Twitter
class,8,Twitter
clean,2,Twitter
cleans,8,Twitter
clients,1,Twitter
climatechange,1,Twitter
clinton,2,Twitter
clip,6,Twitter
close,1,Twitter
closures,1,Twitter
clown,1,Twitter
cluelesssad,1,Twitter
cmachlan,1,Twitter
cmarinucci,1,Twitter
cnrcy,1,Twitter
co,3,Twitter
coast,1,Twitter
cocacola,1,Twitter
cocacolaco,1,Twitter
cock,1,Twitter
cocoross,1,Twitter
cocosheriff,1,Twitter
coding,1,Twitter
cohesion,1,Twitter
cohosted,3,Twitter
cole,1,Twitter
collaborating,1,Twitter
college,1,Twitter
colleges,1,Twitter
collegiate,1,Twitter
color,1,Twitter
come,22,Twitter
comfoable,4,Twitter
comiccon,33,Twitter
coming,12,Twitter
comish,1,Twitter
command,1,Twitter
commend,1,Twitter
comment,5,Twitter
commenting,1,Twitter
comments,1,Twitter
commerce,2,Twitter
commissioner,2,Twitter
communities,16,Twitter
community,11,Twitter
companies,2,Twitter
compare,1,Twitter
comparison,1,Twitter
completely,2,Twitter
complex,1,Twitter
comprehensive,22,Twitter
compromised,1,Twitter
comrade,2,Twitter
comstocknews,1,Twitter
concerncitizen,1,Twitter
concerning,2,Twitter
concerns,2,Twitter
condition,3,Twitter
conditions,1,Twitter
conference,1,Twitter
conflicted,1,Twitter
confused,13,Twitter
congrats,5,Twitter
congratulations,1,Twitter
congress,2,Twitter
congressional,23,Twitter
congressman,27,Twitter
connect,1,Twitter
connected,1,Twitter
connecticut,2,Twitter
consequence,4,Twitter
conservative,3,Twitter
conservatives,22,Twitter
consider,1,Twitter
considering,1,Twitter
constituency,1,Twitter
constituents,4,Twitter
constitution,1,Twitter
constitutional,2,Twitter
construction,1,Twitter
consultation,1,Twitter
cont,1,Twitter
contacted,1,Twitter
continue,2,Twitter
continues,10,Twitter
continuing,1,Twitter
contribute,1,Twitter
contribution,2,Twitter
control,4,Twitter
controller,9,Twitter
controlling,1,Twitter
conundrum,2,Twitter
conversation,3,Twitter
conviction,2,Twitter
convictionhi,1,Twitter
cool,3,Twitter
cooler,1,Twitter
coordinate,1,Twitter
cops,2,Twitter
correct,1,Twitter
correspondent,1,Twitter
corrupt,4,Twitter
corybooker,1,Twitter
cosplay,1,Twitter
cost,4,Twitter
costa,2,Twitter
costing,1,Twitter
costs,3,Twitter
costume,2,Twitter
cou,5,Twitter
couchdoorsman,1,Twitter
council,2,Twitter
count,3,Twitter
countries,1,Twitter
country,1186,Twitter
county,4,Twitter
couple,3,Twitter
courage,9,Twitter
cover,3,Twitter
coverage,2,Twitter
covered,8,Twitter
covering,1,Twitter
covers,216,Twitter
cow,1,Twitter
coward,2,Twitter
cowardice,3,Twitter
coyotes,1,Twitter
cr,4,Twitter
crack,1,Twitter
cracks,1,Twitter
craft,1,Twitter
crashing,1,Twitter
crawl,1,Twitter
craycray,1,Twitter
crazies,1,Twitter
crazy,2,Twitter
create,2,Twitter
created,1,Twitter
creating,2,Twitter
creation,2,Twitter
creatures,1,Twitter
credibility,1,Twitter
credit,2,Twitter
creepingshariainabottle,1,Twitter
creo,1,Twitter
crew,1,Twitter
crime,1,Twitter
crimes,2,Twitter
crimin,1,Twitter
crimina,1,Twitter
criminal,3,Twitter
criminalize,1,Twitter
criminals,4,Twitter
crisis,3,Twitter
criteria,1,Twitter
criticize,2,Twitter
criticizing,1,Twitter
cronies,2,Twitter
crooks,4,Twitter
cropping,1,Twitter
crowd,1,Twitter
crowdpac,2,Twitter
cruel,1,Twitter
cruelty,724,Twitter
crushing,1,Twitter
cry,7,Twitter
crying,2,Twitter
csu,4,Twitter
cuesy,1,Twitter
cult,2,Twitter
cultural,1,Twitter
culture,1,Twitter
cunning,1,Twitter
current,2,Twitter
customers,1,Twitter
cut,1,Twitter
cutting,7,Twitter
cya,1,Twitter
cydapicaucus,1,Twitter
d,4,Twitter
daca,3,Twitter
dad,2,Twitter
daily,1,Twitter
dailybreezenews,1,Twitter
dakotas,1,Twitter
damaged,2,Twitter
damn,1,Twitter
dandebusschere,1,Twitter
dangerous,1,Twitter
dankalb,6,Twitter
dark,2,Twitter
darksecretplace,1,Twitter
darkwisdom,40,Twitter
darlin,1,Twitter
darn,1,Twitter
data,2,Twitter
date,1,Twitter
daverjacobson,1,Twitter
davidgarcia,3,Twitter
davidsiders,2,Twitter
day,26,Twitter
days,5,Twitter
dc,1,Twitter
dcc,1,Twitter
dea,1,Twitter
dead,1,Twitter
deal,52,Twitter
dealing,1,Twitter
dear,2,Twitter
death,1,Twitter
deaths,2,Twitter
debate,1,Twitter
debi,50,Twitter
debt,2,Twitter
dec,1,Twitter
decade,1,Twitter
decency,167,Twitter
decent,2,Twitter
deciding,1,Twitter
decision,888,Twitter
decisions,13,Twitter
deemed,2,Twitter
deep,1,Twitter
deeper,2,Twitter
def,14,Twitter
defending,1,Twitter
defends,2,Twitter
defense,1,Twitter
deferment,1,Twitter
deferments,1,Twitter
deferral,1,Twitter
definitely,1,Twitter
definition,1,Twitter
defundi,2,Twitter
dehumanizing,1,Twitter
delaineeastin,51,Twitter
delete,1,Twitter
delfinagomeza,1,Twitter
deliberately,1,Twitter
delibsarcastic,5,Twitter
deliver,1,Twitter
deluded,1,Twitter
dem,3,Twitter
demagogues,1,Twitter
demands,2,Twitter
demarcusdobson,1,Twitter
demdame,1,Twitter
demetriboutris,1,Twitter
demgovs,1,Twitter
democommunist,2,Twitter
democrat,10,Twitter
democratic,2,Twitter
democrats,10,Twitter
demon,1,Twitter
demonicrat,4,Twitter
demonicrats,2,Twitter
dems,9,Twitter
denounce,1,Twitter
deny,3,Twitter
deplorable,1,Twitter
deplorables,2,Twitter
deployed,2,Twitter
depo,3,Twitter
depoation,1,Twitter
derangement,2,Twitter
desal,3,Twitter
desalinated,1,Twitter
desalination,3,Twitter
desayunado,4,Twitter
description,1,Twitter
deserve,11,Twitter
deserves,1,Twitter
desk,1,Twitter
desperate,2,Twitter
despise,1,Twitter
destroy,1,Twitter
destroyed,1,Twitter
destroying,1,Twitter
destruction,2,Twitter
detail,2,Twitter
determined,1,Twitter
developer,1,Twitter
developerspols,1,Twitter
development,1,Twitter
diagnosed,1,Twitter
dick,2,Twitter
dict,1,Twitter
didnt,1,Twitter
die,15,Twitter
dieg,1,Twitter
diego,6,Twitter
diegos,7,Twitter
diehard,2,Twitter
difference,3,Twitter
different,14,Twitter
difficult,1,Twitter
dig,1,Twitter
digging,1,Twitter
dignity,1,Twitter
dilawar,1,Twitter
directing,1,Twitter
direction,1,Twitter
disability,1,Twitter
disagre,1,Twitter
disagree,2,Twitter
disagrees,1,Twitter
disapproving,1,Twitter
disaster,2,Twitter
discharges,1,Twitter
discrim,1,Twitter
discriminating,1,Twitter
discrimination,2,Twitter
discusin,1,Twitter
discuss,14,Twitter
discussed,1,Twitter
discussing,2,Twitter
disgrace,1,Twitter
disgusting,2,Twitter
dishonesty,1,Twitter
disloyal,1,Twitter
dismantling,2,Twitter
disorder,1,Twitter
display,1,Twitter
distract,12,Twitter
distraction,1,Twitter
district,3,Twitter
diversion,2,Twitter
diversity,2,Twitter
diversityloving,1,Twitter
divisive,1,Twitter
djt,3,Twitter
djts,1,Twitter
dloindustries,1,Twitter
dmv,2,Twitter
dnc,4,Twitter
docs,1,Twitter
doctors,1,Twitter
documented,1,Twitter
dod,2,Twitter
dodger,1,Twitter
dodgerrenaldo,1,Twitter
doesnt,2,Twitter
dog,1,Twitter
doggintrump,2,Twitter
dogs,1,Twitter
doin,1,Twitter
dollars,5,Twitter
dolt,1,Twitter
domestic,23,Twitter
donald,7,Twitter
donate,1,Twitter
done,6,Twitter
donkey,1,Twitter
donnie,1,Twitter
donor,1,Twitter
dont,3,Twitter
doodly,1,Twitter
dotfranny,3,Twitter
douglass,1,Twitter
downey,1,Twitter
downsizing,1,Twitter
downtown,1,Twitter
dr,14,Twitter
draft,3,Twitter
draftdodger,1,Twitter
drag,1,Twitter
dream,3,Twitter
dreamact,10,Twitter
dreamers,15,Twitter
dreaming,1,Twitter
dreams,3,Twitter
drink,1,Twitter
drinking,1,Twitter
drop,1,Twitter
dru,1,Twitter
drude,1,Twitter
drug,2,Twitter
drugs,2,Twitter
drunk,1,Twitter
dry,1,Twitter
dstnlap,5,Twitter
dt,3,Twitter
dtla,1,Twitter
dts,1,Twitter
duckwoh,342,Twitter
dude,2,Twitter
due,1,Twitter
dufie,3,Twitter
dumbanddumber,1,Twitter
dumbo,1,Twitter
dummy,1,Twitter
dump,1,Twitter
dumpster,1,Twitter
dumpstercalgal,1,Twitter
dunno,1,Twitter
duped,1,Twitter
dur,1,Twitter
dweeb,1,Twitter
dysfunction,1,Twitter
e,4,Twitter
ea,1,Twitter
early,5,Twitter
earned,1,Twitter
eastland,1,Twitter
easy,2,Twitter
economic,2,Twitter
economy,1,Twitter
ed,2,Twitter
edpolicy,2,Twitter
education,28,Twitter
educationmatters,1,Twitter
effective,4,Twitter
effos,1,Twitter
eg,1,Twitter
eggwar,1,Twitter
either,1,Twitter
elected,7,Twitter
electing,1,Twitter
election,8,Twitter
elections,2,Twitter
electionscagovernor,1,Twitter
elective,1,Twitter
electric,1,Twitter
elevator,1,Twitter
eliminating,1,Twitter
elisebuik,1,Twitter
elitist,1,Twitter
ellahbie,1,Twitter
ellemcpoopson,1,Twitter
eloquence,1,Twitter
else,6,Twitter
em,1,Twitter
emailed,2,Twitter
embarrass,1,Twitter
embarrassed,1,Twitter
embrobea,1,Twitter
emerging,4,Twitter
emissions,1,Twitter
emotional,1,Twitter
emotionally,1,Twitter
empire,1,Twitter
employees,1,Twitter
employer,1,Twitter
empty,1,Twitter
encouraging,1,Twitter
end,2,Twitter
enddaca,1,Twitter
endhb,1,Twitter
endorseme,1,Twitter
endorsement,6,Twitter
energy,3,Twitter
enforceable,1,Twitter
engage,1,Twitter
engagement,2,Twitter
english,1,Twitter
enjoy,3,Twitter
enjoyed,1,Twitter
enjoying,1,Twitter
enough,19,Twitter
enrique,1,Twitter
enslavement,1,Twitter
ensured,7,Twitter
ensures,1,Twitter
ensuring,2,Twitter
enter,2,Twitter
entered,1,Twitter
entitle,1,Twitter
entity,1,Twitter
entrepreneurs,2,Twitter
envir,1,Twitter
environ,1,Twitter
environment,3,Twitter
eo,1,Twitter
epifanialyl,2,Twitter
epitome,4,Twitter
equal,1,Twitter
equality,33,Twitter
equity,2,Twitter
equivalent,23,Twitter
eramahmed,4,Twitter
ericbauman,3,Twitter
ericgarcetti,16,Twitter
erininoc,1,Twitter
error,1,Twitter
especially,4,Twitter
estheroside,4,Twitter
estimates,1,Twitter
et,1,Twitter
etc,2,Twitter
ev,1,Twitter
evaded,1,Twitter
eval,1,Twitter
even,6,Twitter
evening,2,Twitter
event,14,Twitter
evento,1,Twitter
eventually,1,Twitter
ever,10,Twitter
everlast,1,Twitter
every,29,Twitter
everybody,1,Twitter
everyday,5,Twitter
everydayher,4,Twitter
everyone,4,Twitter
everyth,1,Twitter
everywhere,1,Twitter
evil,1,Twitter
exactly,3,Twitter
exalcalde,6,Twitter
exam,1,Twitter
example,1,Twitter
excelente,2,Twitter
excellent,1,Twitter
excellgeo,3,Twitter
except,1,Twitter
excited,6,Twitter
exclaims,1,Twitter
excrete,1,Twitter
exec,1,Twitter
executive,1,Twitter
exercise,1,Twitter
exfactor,4,Twitter
existing,1,Twitter
exitstagerite,2,Twitter
exlibris,11,Twitter
exp,1,Twitter
expand,1,Twitter
expanding,2,Twitter
expansion,3,Twitter
expectation,1,Twitter
experiment,1,Twitter
experimented,1,Twitter
expiration,1,Twitter
explain,2,Twitter
explaining,2,Twitter
explodes,1,Twitter
exposed,1,Twitter
extoed,1,Twitter
extremely,1,Twitter
eyeheacomics,3,Twitter
f,2,Twitter
face,2,Twitter
faced,1,Twitter
facil,1,Twitter
facilities,2,Twitter
facility,2,Twitter
fact,4,Twitter
factor,1,Twitter
faggets,1,Twitter
failed,4,Twitter
failing,1,Twitter
failure,1,Twitter
fair,1,Twitter
faith,1,Twitter
fall,1,Twitter
fallen,4,Twitter
false,3,Twitter
familiar,1,Twitter
families,4,Twitter
family,9,Twitter
familystrong,1,Twitter
fan,1,Twitter
fanaticism,1,Twitter
fanatics,1,Twitter
fanboy,1,Twitter
fantastic,2,Twitter
far,3,Twitter
fargo,1,Twitter
farmers,1,Twitter
farmworkers,1,Twitter
fascinating,2,Twitter
father,1,Twitter
fault,1,Twitter
favor,1,Twitter
favorite,6,Twitter
fbisanfrancisco,1,Twitter
fck,2,Twitter
fcked,1,Twitter
fe,1,Twitter
fear,1,Twitter
feat,60,Twitter
featuring,4,Twitter
feb,2,Twitter
fed,8,Twitter
federal,2,Twitter
feed,1,Twitter
feel,6,Twitter
feeling,2,Twitter
feels,1,Twitter
fees,1,Twitter
feet,1,Twitter
feisty,1,Twitter
fellow,2,Twitter
felony,1,Twitter
fhuttonassoc,2,Twitter
fiddle,1,Twitter
fight,290,Twitter
fightagainst,1,Twitter
fighting,1,Twitter
fights,4,Twitter
figure,2,Twitter
figured,1,Twitter
figuring,6,Twitter
fill,1,Twitter
filled,1,Twitter
filters,1,Twitter
finally,2,Twitter
finance,2,Twitter
finances,1,Twitter
financial,9,Twitter
financially,1,Twitter
financing,3,Twitter
find,6,Twitter
finding,1,Twitter
finds,1,Twitter
fine,1,Twitter
fionama,1,Twitter
fire,1,Twitter
firm,2,Twitter
first,12,Twitter
fiscal,26,Twitter
fit,3,Twitter
fix,4,Twitter
fixed,1,Twitter
fk,1,Twitter
flat,3,Twitter
flawed,1,Twitter
fletcher,2,Twitter
flippnseats,55,Twitter
floor,1,Twitter
fo,715,Twitter
focus,7,Twitter
focused,1,Twitter
foetus,1,Twitter
folks,3,Twitter
follow,1,Twitter
follower,1,Twitter
followers,1,Twitter
following,1,Twitter
fool,2,Twitter
foot,1,Twitter
force,1,Twitter
forced,2,Twitter
forget,2,Twitter
former,8,Twitter
forms,1,Twitter
forrest,1,Twitter
forum,2,Twitter
forward,3,Twitter
fought,7,Twitter
founate,3,Twitter
found,2,Twitter
foundation,1,Twitter
founder,2,Twitter
founderslife,2,Twitter
fouryearold,1,Twitter
fox,1,Twitter
foxnews,1,Twitter
foxnewstr,1,Twitter
fram,1,Twitter
franciscan,1,Twitter
franciscos,1,Twitter
fraud,11,Twitter
free,5,Twitter
freedoms,7,Twitter
freespeech,1,Twitter
fremont,5,Twitter
fremontca,1,Twitter
frequently,1,Twitter
fresh,2,Twitter
fresno,2,Twitter
friend,1,Twitter
friendly,1,Twitter
friends,56,Twitter
fro,1,Twitter
front,2,Twitter
frozen,1,Twitter
fuck,4,Twitter
fucking,2,Twitter
full,3,Twitter
fulltime,1,Twitter
fully,1,Twitter
fun,5,Twitter
fund,2,Twitter
fundamentalists,1,Twitter
funding,6,Twitter
fundraiser,3,Twitter
funfacts,2,Twitter
funny,3,Twitter
future,19,Twitter
futures,1,Twitter
futuro,1,Twitter
fwd,1,Twitter
g,3,Twitter
ga,1,Twitter
gal,3,Twitter
gallon,1,Twitter
game,1,Twitter
garnerelly,1,Twitter
gas,1,Twitter
gatekeeper,2,Twitter
gateway,1,Twitter
gav,1,Twitter
gavin,60,Twitter
gavinforgovernor,2,Twitter
gavingov,1,Twitter
gavininmodesto,13,Twitter
gavins,2,Twitter
gay,2,Twitter
gays,3,Twitter
gee,1,Twitter
geekculture,1,Twitter
geeksofcolor,1,Twitter
gender,2,Twitter
gene,1,Twitter
general,1,Twitter
generally,1,Twitter
generations,1,Twitter
genereaux,50,Twitter
generous,1,Twitter
generously,1,Twitter
genuine,3,Twitter
george,1,Twitter
georgetakei,1,Twitter
german,4,Twitter
gerrymander,1,Twitter
get,38,Twitter
gets,3,Twitter
getting,19,Twitter
gilcabrera,5,Twitter
gilduran,2,Twitter
girls,3,Twitter
give,6,Twitter
given,5,Twitter
giving,6,Twitter
glad,3,Twitter
glasshouse,1,Twitter
glazebrookgirl,2,Twitter
global,1,Twitter
gn,2,Twitter
go,16,Twitter
goal,5,Twitter
gobernador,2,Twitter
god,6,Twitter
goes,1,Twitter
goin,1,Twitter
going,27,Twitter
golden,1,Twitter
goldengateblond,1,Twitter
goldman,1,Twitter
golf,3,Twitter
golly,1,Twitter
gone,2,Twitter
gonna,2,Twitter
goobernewsom,2,Twitter
good,15,Twitter
google,1,Twitter
gop,257,Twitter
gore,1,Twitter
gorivcoheidi,1,Twitter
got,9,Twitter
gotrump,1,Twitter
gotta,4,Twitter
gotten,1,Twitter
gov,23,Twitter
govenor,1,Twitter
govern,1,Twitter
government,10,Twitter
governor,48,Twitter
governors,1,Twitter
govs,1,Twitter
govt,5,Twitter
grade,1,Twitter
gran,4,Twitter
grandma,1,Twitter
gratefulljedd,1,Twitter
great,44,Twitter
greater,4,Twitter
greatest,1,Twitter
greekrepoer,1,Twitter
green,7,Twitter
greet,8,Twitter
gretaphant,1,Twitter
gretchennewsom,12,Twitter
grewal,1,Twitter
grewals,1,Twitter
grooms,1,Twitter
ground,1,Twitter
groundbreaking,2,Twitter
grounds,1,Twitter
group,1,Twitter
grow,1,Twitter
growing,2,Twitter
gruber,3,Twitter
gsandovalnieto,2,Twitter
gtgt,1,Twitter
guarantee,1,Twitter
guard,1,Twitter
gubernatorial,19,Twitter
gue,1,Twitter
guess,3,Twitter
guest,1,Twitter
guests,3,Twitter
guilty,2,Twitter
gun,6,Twitter
guns,1,Twitter
